,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,tag,hand_labeled
2026,ddan#2489,JuankBell,taking time brainstorm gravity survey sure great tool gather information purpose identifying feelings needs requests related conflict management decentralized communities,Token Engineering Commons,2021-03-31,praise,,100.0,100.0,0.001436335405,1.651785716,15.81843712,TEC17,TEC17
2029,ddan#2489,iviangita,gravity survey,Token Engineering Commons,2021-04-02,praise,,100.0,100.0,0.001436335405,1.651785716,15.81843712,TEC7,TEC17
2033,ddan#2489,JuankBell,joining improvised hack session mvv topics gravity,Token Engineering Commons,2021-04-06,praise,,80.0,100.0,0.00129170133,1.485456529,15.81843712,TEC17,TEC17
2036,MerlinEgalite,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-03-27,commons stack,,20.0,25.0,0.0003229253324,0.3713641322,12.09904272,TEC1,TE7
2037,shawn_westrick,Santigs67,working first areas proposal terms document,Token Engineering Commons,2021-04-02,legal,,200.0,200.0,0.002872670811,3.303571432,12.31788505,TEC2,TEC4
2039,shawn_westrick,iviangita,helping gravity survey,Token Engineering Commons,2021-04-09,praise,,150.0,100.0,0.001797920595,2.067608684,12.31788505,TEC2,TEC17
2040,shawn_westrick,iviangita,always making time legal calls,Token Engineering Commons,2021-04-09,praise,,100.0,80.0,0.0012937024,1.48775776,12.31788505,TEC4,TEC12
2050,MerlinEgalite,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Token Engineering Commons,2021-04-03,praise,,60.0,40.0,0.0007191682379,0.8270434736,12.09904272,TEC1,TEC12
2055,Mount Manu#3530,iviangita,joining transparency working sesh,Token Engineering Commons,2021-04-07,praise,,70.0,50.0,0.0008628017785,0.9922220452,10.6147368,TEC10,TEC10
2059,Mount Manu#3530,iviangita,joining tec community call https www youtube com watch v ehhavtqhlas,Token Engineering Commons,2021-04-09,praise,,50.0,50.0,0.0007181677027,0.8258928581,10.6147368,TEC15,TEC12
2061,GriffGreen,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-03-27,commons stack,,20.0,15.0,0.0002516088297,0.2893501542,9.783875323,TEC1,TEC12
2064,GriffGreen,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-04-02,commons stack,,20.0,15.0,0.0002516088297,0.2893501542,9.783875323,TEC1,TEC12
2067,GriffGreen,iviangita,getting us hatch handling applications hatchers,Telegram,2021-04-09,te praise,,70.0,75.0,0.001041093035,1.19725699,9.783875323,TEC6,TEC6
2071,GriffGreen,GriffGreen,clarifying praise cs team,Token Engineering Commons,2021-03-29,praise,,100.0,100.0,0.001436335405,1.651785716,9.783875323,TEC16,TEC16
2073,GriffGreen,liviade,santigs juankbell mateodaza griff natesuits chuygarcia92 zeptimus tam2140 durgadas suga joining soft gov yesterday,Token Engineering Commons,2021-03-31,praise,,60.0,50.0,0.0007904847406,0.9090574516,9.783875323,TEC2,TEC12
2075,GriffGreen,zeptimusQ,watching transparency call teach tricks assing people zenhub thanks buddy,Token Engineering Commons,2021-03-31,praise,,100.0,100.0,0.001436335405,1.651785716,9.783875323,TEC10,TEC12
2082,GriffGreen,iviangita,edits provided tec newsletter,Token Engineering Commons,2021-04-02,praise,,100.0,100.0,0.001436335405,1.651785716,9.783875323,TEC15,TEC1
2088,GriffGreen,GriffGreen,dank memes meme party,Token Engineering Commons,2021-04-02,praise,,70.0,50.0,0.0008628017785,0.9922220452,9.783875323,TEC3,TEC1
2092,GriffGreen,zeptimusQ,joining common swarm awesome energy,Token Engineering Commons,2021-04-05,praise,,50.0,50.0,0.0007181677027,0.8258928581,9.783875323,TEC5,TEC12
2093,GriffGreen,zeptimusQ,joining comms call,Token Engineering Commons,2021-04-06,praise,,50.0,50.0,0.0007181677027,0.8258928581,9.783875323,TEC1,TEC1
2095,GriffGreen,zeptimusQ,sharing tec members doc,Token Engineering Commons,2021-04-07,praise,,100.0,100.0,0.001436335405,1.651785716,9.783875323,TEC15,TEC15
2096,GriffGreen,zeptimusQ,joining stewards meeting,Token Engineering Commons,2021-04-07,praise,,70.0,50.0,0.0008628017785,0.9922220452,9.783875323,TEC8,TEC8
2099,GriffGreen,iviangita,leading soft gov call week holding space livia take days amazing everything us inspiration every day griff inspiring everyone unblocking blockers giving shape become hatcher piece helping jake cannot support gives mount manu leading soft gov week,Token Engineering Commons,2021-04-09,praise,,100.0,200.0,0.002149500432,2.471925496,9.783875323,TEC2,TEC15
2102,GriffGreen,iviangita,community sem,Token Engineering Commons,2021-04-09,praise,,100.0,80.0,0.0012937024,1.48775776,9.783875323,TEC15,TEC16
2109,GriffGreen,zeptimusQ,teaching create gift memes,Token Engineering Commons,2021-04-09,praise,,60.0,100.0,0.001147067254,1.319127342,9.783875323,TEC1,TE16
2110,Suga#8514,markop,short sweet efficient tec onboarding call,Telegram,2021-04-09,te praise,,20.0,30.0,0.0003585835837,0.4123711213,9.542802011,TEC15,TEC6
2113,Suga#8514,Krisjones,joining us commons stack server,Commons Stack,2021-04-05,praise,,40.0,40.0,0.0005745341621,0.6607142865,9.542802011,TEC5,TEC12
2116,Suga#8514,iviangita,showing ama,Token Engineering Commons,2021-04-09,praise,,70.0,50.0,0.0008628017785,0.9922220452,9.542802011,TEC2,TEC12
2123,owocki,JessicaZartler,supporting gitcoin cadcad model te academy research group,Commons Stack,2021-04-05,praise,,100.0,100.0,0.001436335405,1.651785716,8.470867219,TEC2,TEC13
2129,akrtws ,JessicaZartler,wrapping first te academy research group gitcoin cadcad model,Telegram,2021-04-05,commons stack,,500.0,300.0,0.005755346974,6.61864902,8.229427747,TEC2,TE5
2131,liviade,chuygarcia92,amazing inspiring soft gov weekly sync,Telegram,2021-03-30,te praise,,100.0,100.0,0.001436335405,1.651785716,8.212567489,TEC2,TEC2
2132,liviade,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-04-09,te praise,,20.0,25.0,0.0003229253324,0.3713641322,8.212567489,TEC1,TEC12
2140,liviade,liviade,chuygarcia92 ddan joining ama call,Token Engineering Commons,2021-03-31,praise,,60.0,50.0,0.0007904847406,0.9090574516,8.212567489,TEC2,TEC12
2141,liviade,zeptimusQ,leading soft gov yesterday,Token Engineering Commons,2021-03-31,praise,,100.0,100.0,0.001436335405,1.651785716,8.212567489,TEC2,TEC2
2144,liviade,Tam2140,holding steady true bedrock cultural build things built,Token Engineering Commons,2021-04-01,praise,,200.0,200.0,0.002872670811,3.303571432,8.212567489,TEC2,TEC16
2151,liviade,iviangita,work gitbook,Token Engineering Commons,2021-04-02,praise,,100.0,150.0,0.001792917919,2.061855606,8.212567489,TEC1,TEC1
2152,liviade,iviangita,great call chuy,Token Engineering Commons,2021-04-02,praise,,100.0,80.0,0.0012937024,1.48775776,8.212567489,TEC16,TEC16
2154,liviade,iviangita,new people coming possible stewards amazing work,Token Engineering Commons,2021-04-02,praise,,100.0,100.0,0.001436335405,1.651785716,8.212567489,TEC8,TEC8
2156,liviade,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Token Engineering Commons,2021-04-03,praise,,60.0,40.0,0.0007191682379,0.8270434736,8.212567489,TEC1,TEC12
2168,sembrestels,sembrestels,10h work preparing hatch demo,Telegram,2021-04-02,commons swarm,,300.0,500.0,0.005735336269,6.595636709,8.205995329,TEC6,TEC5
2171,sembrestels,GriffGreen,awesome meme,Telegram,2021-04-06,commons swarm,,100.0,100.0,0.001436335405,1.651785716,8.205995329,TEC1,TEC1
2180,sembrestels,iviangita,new people coming possible stewards amazing work,Token Engineering Commons,2021-04-02,praise,,100.0,100.0,0.001436335405,1.651785716,8.205995329,TEC8,TEC8
2182,sembrestels,iviangita,bringing bot recorder idea,Token Engineering Commons,2021-04-02,praise,,70.0,75.0,0.001041093035,1.19725699,8.205995329,TEC10,TEC14
2193,sembrestels,iviangita,joining tec community call https www youtube com watch v ehhavtqhlas,Token Engineering Commons,2021-04-09,praise,,50.0,50.0,0.0007181677027,0.8258928581,8.205995329,TEC15,TEC12
2194,ygganderson,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-03-27,commons stack,,20.0,15.0,0.0002516088297,0.2893501542,8.056194867,TEC1,TEC12
2196,ygganderson,iviangita,helping projects tec hatch frontend templates,Telegram,2021-04-02,te praise,,60.0,80.0,0.001004434248,1.155099386,8.056194867,TEC15,TEC5
2203,solsista,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-03-27,te praise,,20.0,25.0,0.0003229253324,0.3713641322,8.056194867,TEC1,TEC12
2209,xgabi,iviangita,getting us hatch handling applications hatchers,Telegram,2021-04-09,te praise,,70.0,75.0,0.001041093035,1.19725699,7.967277195,TEC6,TEC6
2211,xgabi,zeptimusQ,joining common swarm awesome energy,Token Engineering Commons,2021-04-05,praise,,50.0,50.0,0.0007181677027,0.8258928581,7.967277195,TEC5,TEC12
2213,xgabi,iviangita,attending verification party,Token Engineering Commons,2021-04-09,praise,,80.0,100.0,0.00129170133,1.485456529,7.967277195,TEC3,TEC12
2216,BlairV,iviangita,leading really cool amazing cadcad bootcamp,Token Engineering Commons,2021-04-09,praise,,100.0,200.0,0.002149500432,2.471925496,7.787140622,TEC1,TE5
2220,JuankBell,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,2021-04-09,te praise,,,,0.0,1.335656214,7.413129907,TEC1,TEC12
2239,JuankBell,shawn_westrick,introducing gravity praise showing 1hive,Token Engineering Commons,2021-04-02,praise,,,,0.0,1.335656214,7.413129907,TEC16,TEC17
2243,JuankBell,Tam2140,latest batch memes cracking monring,Token Engineering Commons,2021-04-05,praise,,,,0.0,1.335656214,7.413129907,TEC5,TEC1
2250,JuankBell,zeptimusQ,joining hatchers outreach weekly sync,Token Engineering Commons,2021-04-07,praise,,,,0.0,1.335656214,7.413129907,TEC6,TEC12
2254,JuankBell,iviangita,joining tec community call https www youtube com watch v ehhavtqhlas,Token Engineering Commons,2021-04-09,praise,,,,0.0,1.335656214,7.413129907,TEC15,TEC12
2255,JuankBell,iviangita,always making time legal calls,Token Engineering Commons,2021-04-09,praise,,,,0.0,1.335656214,7.413129907,TEC4,TEC12
2258,Tam2140,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-04-03,te praise,,20.0,25.0,0.0003229253324,0.3713641322,7.010968749,TEC1,TEC12
2259,Tam2140,Suga#8514,guiding introduction tec,Token Engineering Commons,2021-03-29,incubator,,150.0,150.0,0.002154503108,2.477678574,7.010968749,TEC15,TEC15
2262,Tam2140,liviade,santigs juankbell mateodaza griff natesuits chuygarcia92 zeptimus tam2140 durgadas suga joining soft gov yesterday,Token Engineering Commons,2021-03-31,praise,,60.0,50.0,0.0007904847406,0.9090574516,7.010968749,TEC2,TEC12
2263,Tam2140,Tam2140,epic retrospective epic sprint 6,Token Engineering Commons,2021-04-01,praise,,100.0,50.0,0.001079752892,1.241715826,7.010968749,TEC10,TEC12
2264,Tam2140,iviangita,driving chaos hatch outreach group feedback everything great 1 1 meeting tuesday chuy always going beyond rock heart holds us,Token Engineering Commons,2021-04-02,praise,,100.0,300.0,0.002862665458,3.292065277,7.010968749,TEC6,TEC16
2265,Tam2140,iviangita,hatcher outreach progress,Token Engineering Commons,2021-04-02,praise,,100.0,150.0,0.001792917919,2.061855606,7.010968749,TEC6,TEC16
2268,Tam2140,iviangita,joining tec weekly sync https www youtube com watch v wg5j9ac8mwg,Token Engineering Commons,2021-04-02,praise,,50.0,50.0,0.0007181677027,0.8258928581,7.010968749,TEC10,TEC12
2277,Tam2140,iviangita,incredible work hatcher onboarding diagrams amazing inspiring really refreshing listen support chuy coordination glue keeps us together insightful really good thoughts communications,Token Engineering Commons,2021-04-09,praise,,150.0,300.0,0.003224250648,3.707888245,7.010968749,TEC1,TEC16
2288,markop,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-04-03,te praise,,20.0,15.0,0.0002516088297,0.2893501542,6.992560491,TEC1,TEC12
2289,markop,iviangita,getting us hatch handling applications hatchers,Telegram,2021-04-09,te praise,,70.0,75.0,0.001041093035,1.19725699,6.992560491,TEC6,TEC6
2290,markop,markop,hacking content production distribution process cpd,Token Engineering Commons,2021-03-29,praise,,80.0,100.0,0.00129170133,1.485456529,6.992560491,TEC1,TEC1
2293,markop,markop,attending comms weekly call,Token Engineering Commons,2021-03-30,praise,,40.0,50.0,0.0006458506648,0.7427282645,6.992560491,TEC1,TEC1
2294,markop,Tam2140,carrying much forward always much humor compassion,Token Engineering Commons,2021-04-01,praise,,100.0,100.0,0.001436335405,1.651785716,6.992560491,TEC16,TEC16
2295,markop,Tam2140,leading content distribution effort,Token Engineering Commons,2021-04-01,praise,,80.0,150.0,0.001648283843,1.895526419,6.992560491,TEC1,TEC1
2299,markop,iviangita,taking transition comms also vulnerable offering help community,Token Engineering Commons,2021-04-02,praise,,80.0,100.0,0.00129170133,1.485456529,6.992560491,TEC1,TEC1
2302,markop,Tam2140,beautiful blog post perfect saturday morning read https medium com commonsstack magic behind commons simulator part 1 game flow 8fa2bed8437b,Commons Stack,2021-04-03,praise,,100.0,100.0,0.001436335405,1.651785716,6.992560491,TEC1,TE5
2303,markop,Vyvy-vi#5040,volunteering collaborate bot issues praise offering design mock discord invite site,Token Engineering Commons,2021-04-05,praise,,80.0,100.0,0.00129170133,1.485456529,6.992560491,TEC1,TEC14
2309,markop,AnnaMarieSwan#8824,welcoming,Token Engineering Commons,2021-04-07,praise,,70.0,75.0,0.001041093035,1.19725699,6.992560491,TEC16,TEC16
2311,markop,Vyvy-vi#5040,clearing github issue support 562 helping understand done get better grasp intention behind opening issue,Token Engineering Commons,2021-04-08,praise,,100.0,100.0,0.001436335405,1.651785716,6.992560491,TEC8,TEC16
2312,markop,Tam2140,finding great solution,Token Engineering Commons,2021-04-08,praise,,100.0,100.0,0.001436335405,1.651785716,6.992560491,TEC1,TEC16
2314,markop,iviangita,progress making comms,Token Engineering Commons,2021-04-09,praise,,100.0,100.0,0.001436335405,1.651785716,6.992560491,TEC1,TEC1
2318,markop,iviangita,reaching vyvy explain hatch,Token Engineering Commons,2021-04-09,praise,,80.0,100.0,0.00129170133,1.485456529,6.992560491,TEC6,TEC6
2320,mzargham,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-03-27,te praise,,20.0,25.0,0.0003229253324,0.3713641322,6.857787261,TEC1,TEC12
2321,mzargham,jeffemmett,hard work past year half prepare academic paper frontiers blockchain,Telegram,2021-04-01,commons stack,,200.0,200.0,0.002872670811,3.303571432,6.857787261,TEC2,TE2
2330,chuygarcia92,iviangita,introducing israel tec,Token Engineering Commons,2021-03-29,praise,,60.0,50.0,0.0007904847406,0.9090574516,6.766306821,TEC15,TEC16
2334,chuygarcia92,liviade,santigs juankbell mateodaza griff natesuits chuygarcia92 zeptimus tam2140 durgadas suga joining soft gov yesterday,Token Engineering Commons,2021-03-31,praise,,60.0,50.0,0.0007904847406,0.9090574516,6.766306821,TEC2,TEC12
2335,chuygarcia92,ddan#2489,engaging discussion ama,Token Engineering Commons,2021-03-31,praise,,60.0,50.0,0.0007904847406,0.9090574516,6.766306821,TEC1,TEC12
2338,chuygarcia92,Tam2140,epic retrospective epic sprint 6,Token Engineering Commons,2021-04-01,praise,,70.0,50.0,0.0008628017785,0.9922220452,6.766306821,TEC10,TEC8
2340,chuygarcia92,iviangita,bringing bot recorder idea,Token Engineering Commons,2021-04-02,praise,,70.0,75.0,0.001041093035,1.19725699,6.766306821,TEC10,TEC10
2352,chuygarcia92,zeptimusQ,joining stewards meeting,Token Engineering Commons,2021-04-07,praise,,70.0,50.0,0.0008628017785,0.9922220452,6.766306821,TEC8,TEC12
2356,chuygarcia92,iviangita,introducing burrito bots team presence many calls contributions giving suga praise presenting behalf comms community call jumping several calls,Token Engineering Commons,2021-04-09,praise,,100.0,100.0,0.001436335405,1.651785716,6.766306821,TEC16,TEC16
2367,naynaysoo,iviangita,help process publishing guest blog post thetec medium page,Token Engineering Commons,2021-03-29,praise,,100.0,100.0,0.001436335405,1.651785716,6.492289456,TEC1,TEC1
2371,naynaysoo,liviade,adding principles section gitbook,Token Engineering Commons,2021-03-31,praise,,100.0,80.0,0.0012937024,1.48775776,6.492289456,TEC1,TEC1
2372,naynaysoo,Tam2140,many things one blog post took rocked,Token Engineering Commons,2021-04-01,praise,,200.0,150.0,0.002516088297,2.893501542,6.492289456,TEC1,TEC1
2382,naynaysoo,Tam2140,mission vision value tokenlog waterfall griff land america sprint planning session,Token Engineering Commons,2021-04-02,praise,,70.0,50.0,0.0008628017785,0.9922220452,6.492289456,TEC15,TEC8
2384,naynaysoo,JuankBell,every interaction past weeks thanks presence support,Token Engineering Commons,2021-04-05,praise,,100.0,80.0,0.0012937024,1.48775776,6.492289456,TEC2,TEC16
2386,naynaysoo,markop,joining comms weekly call,Token Engineering Commons,2021-04-06,praise,,50.0,50.0,0.0007181677027,0.8258928581,6.492289456,TEC1,TEC12
2388,naynaysoo,iviangita,going glossary improving,Token Engineering Commons,2021-04-09,praise,,100.0,100.0,0.001436335405,1.651785716,6.492289456,TEC1,TEC1
2394,danibelle,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-03-27,te praise,,20.0,25.0,0.0003229253324,0.3713641322,6.11160715,TEC1,TEC12
2398,danibelle,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-04-09,te praise,,20.0,25.0,0.0003229253324,0.3713641322,6.11160715,TEC1,TEC12
2405,divine_comedian,markop,discovering teams github utilizing feature streamline cpd,Token Engineering Commons,2021-03-29,praise,,60.0,50.0,0.0007904847406,0.9090574516,5.958621165,TEC8,TE5
2415,divine_comedian,iviangita,work hatcher outreach,Token Engineering Commons,2021-04-02,praise,,100.0,100.0,0.001436335405,1.651785716,5.958621165,TEC6,TEC6
2416,divine_comedian,iviangita,joining tec weekly sync https www youtube com watch v wg5j9ac8mwg,Token Engineering Commons,2021-04-02,praise,,40.0,50.0,0.0006458506648,0.7427282645,5.958621165,TEC10,TEC12
2421,divine_comedian,markop,joining comms weekly call,Token Engineering Commons,2021-04-06,praise,,50.0,50.0,0.0007181677027,0.8258928581,5.958621165,TEC1,TEC1
2424,divine_comedian,iviangita,going glossary improving,Token Engineering Commons,2021-04-09,praise,,100.0,100.0,0.001436335405,1.651785716,5.958621165,TEC1,TEC2
2427,divine_comedian,iviangita,work comms,Token Engineering Commons,2021-04-09,praise,,70.0,100.0,0.001219384292,1.402291935,5.958621165,TEC1,TEC16
2428,divine_comedian,iviangita,joining tec community call https www youtube com watch v ehhavtqhlas,Token Engineering Commons,2021-04-09,praise,,50.0,50.0,0.0007181677027,0.8258928581,5.958621165,TEC15,TEC12
2430,freedumbs00,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-03-27,te praise,,20.0,25.0,0.0003229253324,0.3713641322,5.810801582,TEC1,TEC12
2431,freedumbs00,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,2021-04-09,te praise,,40.0,40.0,0.0005745341621,0.6607142865,5.810801582,TEC1,TEC12
2432,freedumbs00,markop,recording hatch dashboard walkthrough video,Token Engineering Commons,2021-03-30,praise,,150.0,200.0,0.002511085621,2.887748464,5.810801582,TEC6,TEC10
2440,freedumbs00,iviangita,constant work hatch hatch dashboard,Token Engineering Commons,2021-04-02,praise,,100.0,150.0,0.001792917919,2.061855606,5.810801582,TEC6,TEC3
2451,freedumbs00,iviangita,always pushing better memes taking time effort help swat team continued energy good things talked interview good mood calls good qa feedback dashboard,Token Engineering Commons,2021-04-09,praise,,100.0,100.0,0.001436335405,1.651785716,5.810801582,TEC2,TEC16
2453,freedumbs00,iviangita,community sem,Token Engineering Commons,2021-04-09,praise,,100.0,80.0,0.0012937024,1.48775776,5.810801582,TEC15,TEC16
2454,freedumbs00,iviangita,meetings suga,Token Engineering Commons,2021-04-09,praise,,70.0,80.0,0.001076751286,1.238263979,5.810801582,TEC6,TEC6
2455,freedumbs00,iviangita,joining tec community call https www youtube com watch v ehhavtqhlas,Token Engineering Commons,2021-04-09,praise,,50.0,50.0,0.0007181677027,0.8258928581,5.810801582,TEC15,TEC12
2467,paulo_c2d,zeptimusQ,joining common swarm awesome energy,Token Engineering Commons,2021-04-05,praise,,50.0,50.0,0.0007181677027,0.8258928581,5.803390284,TEC5,TEC12
2468,paulo_c2d,iviangita,verifying contracts blockscout 1hive seen interactive without different ui,Token Engineering Commons,2021-04-09,praise,,100.0,100.0,0.001436335405,1.651785716,5.803390284,TEC1,TEC14
2469,paulo_c2d,iviangita,migration unbelievable,Token Engineering Commons,2021-04-09,praise,,100.0,100.0,0.001436335405,1.651785716,5.803390284,TEC14,TEC15
2478,vegayp,markop,attending comms weekly call,Token Engineering Commons,2021-03-30,praise,,40.0,50.0,0.0006458506648,0.7427282645,5.748329845,TEC1,TEC12
2484,vegayp,iviangita,work hatcher outreach,Token Engineering Commons,2021-04-02,praise,,150.0,150.0,0.002154503108,2.477678574,5.748329845,TEC6,TEC6
2485,vegayp,iviangita,joining tec weekly sync https www youtube com watch v wg5j9ac8mwg,Token Engineering Commons,2021-04-02,praise,,40.0,50.0,0.0006458506648,0.7427282645,5.748329845,TEC10,TEC12
2488,vegayp,JuankBell,every interaction past weeks thanks presence support,Token Engineering Commons,2021-04-05,praise,,150.0,80.0,0.00165528759,1.903580728,5.748329845,TEC2,TEC16
2489,vegayp,zeptimusQ,joining comms call,Token Engineering Commons,2021-04-06,praise,,50.0,50.0,0.0007181677027,0.8258928581,5.748329845,TEC1,TEC12
2495,vegayp,iviangita,meetings suga,Token Engineering Commons,2021-04-09,praise,,80.0,100.0,0.00129170133,1.485456529,5.748329845,TEC6,TEC15
2502,AnnaMarieSwan#8824,Tam2140,joining ama call today,Token Engineering Commons,2021-04-07,praise,,70.0,50.0,0.0008628017785,0.9922220452,5.412187105,TEC2,TEC12
2513,JessicaZartler,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-04-03,te praise,,20.0,15.0,0.0002516088297,0.2893501542,5.308923776,TEC1,TEC12
2516,JessicaZartler,iviangita,new people coming possible stewards amazing work,Token Engineering Commons,2021-04-02,praise,,100.0,100.0,0.001436335405,1.651785716,5.308923776,TEC8,TEC8
2519,JessicaZartler,iviangita,joining tec weekly sync https www youtube com watch v wg5j9ac8mwg,Token Engineering Commons,2021-04-02,praise,,40.0,50.0,0.0006458506648,0.7427282645,5.308923776,TEC10,TEC12
2522,JessicaZartler,Tam2140,latest batch memes cracking monring,Token Engineering Commons,2021-04-05,praise,,70.0,100.0,0.001219384292,1.402291935,5.308923776,TEC5,TEC1
2525,JessicaZartler,Tam2140,killing curate sheet looking forward getting cal,Commons Stack,2021-04-05,praise,,100.0,100.0,0.001436335405,1.651785716,5.308923776,TEC2,TEC14
2526,JessicaZartler,zeptimusQ,harchers outreach milestone 77 soft commitments,Token Engineering Commons,2021-04-07,praise,,200.0,200.0,0.002872670811,3.303571432,5.308923776,TEC2,TEC6
2537,sgonzt,Tam2140,beautiful blog post perfect saturday morning read https medium com commonsstack magic behind commons simulator part 1 game flow 8fa2bed8437b,Commons Stack,2021-04-03,praise,,100.0,100.0,0.001436335405,1.651785716,4.373409987,TEC1,TEC1
2547,VitorMarthendal,JessicaZartler,incredible work content series stellar memes,Telegram,2021-04-07,cadcad org,,100.0,100.0,0.001436335405,1.651785716,3.734153631,TEC1,TEC1
2550,VitorMarthendal,sembrestels,validating formulas dashboard say works charm,Token Engineering Commons,2021-04-01,praise,,150.0,150.0,0.002154503108,2.477678574,3.734153631,TEC1,TEC3
2554,VitorMarthendal,Tam2140,beautiful blog post perfect saturday morning read https medium com commonsstack magic behind commons simulator part 1 game flow 8fa2bed8437b,Commons Stack,2021-04-03,praise,,100.0,100.0,0.001436335405,1.651785716,3.734153631,TEC1,TE5
2558,krisparuch,jeffemmett,laying mathematical foundations token engineering work university vienna blockscience,Commons Stack,2021-04-05,praise,,100.0,150.0,0.001792917919,2.061855606,3.713641322,TEC14,TE1
2567,jeffemmett,knobsDAO,pointing sprint review need different formatting discord upgrading comms asap,Commons Stack,2021-04-05,praise,,100.0,100.0,0.001436335405,1.651785716,3.556254027,TEC1,TEC8
2571,kaikai520#0224,Krisjones,joining praise onboarding session,Commons Stack,2021-03-31,praise,,60.0,50.0,0.0007904847406,0.9090574516,2.850193322,TEC6,TEC12
2579,ComandoBurrito,iviangita,offering help bot help transparency practices,Token Engineering Commons,2021-03-29,praise,,100.0,100.0,0.001436335405,1.651785716,2.560843168,TEC10,TEC10
2580,adriamb,iviangita,providing much value behind scenes helpful helping audits,Telegram,2021-04-02,te praise,,200.0,100.0,0.002159505784,2.483431652,2.483431652,TEC2,TEC10
2589,fiorebotta,iviangita,helping projects tec hatch frontend templates,Telegram,2021-04-02,te praise,,60.0,80.0,0.001004434248,1.155099386,2.352356376,TEC15,TEC16
2590,fiorebotta,iviangita,getting us hatch handling applications hatchers,Telegram,2021-04-09,te praise,,70.0,75.0,0.001041093035,1.19725699,2.352356376,TEC6,TEC16
2596,Krisjones,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-03-27,commons stack,,20.0,25.0,0.0003229253324,0.3713641322,2.100073445,TEC1,TE7
2599,Krisjones,GriffGreen,dank memes meme party,Token Engineering Commons,2021-04-02,praise,,70.0,50.0,0.0008628017785,0.9922220452,2.100073445,TEC3,TEC1
2606,Krisjones,zeptimusQ,teaching see gift memes discord enjoy meme party,Token Engineering Commons,2021-04-09,praise,,100.0,100.0,0.001436335405,1.651785716,2.100073445,TEC1,TEC16
2609,davidkish,jeffemmett,great ecosystem intent toolkit without shared context larger coherence actually trying achieve system design even counter productive aligning values ecosystem design key https medium com next evolution ecosystem intent toolkit a926be4f3339,Telegram,2021-03-28,commons stack,,100.0,100.0,0.001436335405,1.651785716,2.023149848,TEC1,TE6
2612,uPaul,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-04-09,commons stack,,20.0,25.0,0.0003229253324,0.3713641322,1.939985255,TEC1,TEC12
2613,uPaul,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-04-09,te praise,,20.0,25.0,0.0003229253324,0.3713641322,1.939985255,TEC1,TEC12
2634,rokkranjc,jeffemmett,hard work past year half prepare academic paper frontiers blockchain,Telegram,2021-04-01,commons stack,,100.0,100.0,0.001436335405,1.651785716,1.651785716,TEC2,TE2
2645,celineflash,Tam2140,thoughtful messages shared,Token Engineering Commons,2021-04-01,praise,,100.0,100.0,0.001436335405,1.651785716,1.651785716,TEC1,TEC1
2654,bends#3537,Krisjones,joining us commons stack server,Commons Stack,2021-04-05,praise,,40.0,40.0,0.0005745341621,0.6607142865,1.486607145,TEC5,TEC12
2657,knobsDAO,Tam2140,taking care trusted seed,Token Engineering Commons,2021-04-01,praise,,100.0,300.0,0.002862665458,3.292065277,1.29688616,TEC2,TEC15
2662,terry#6288,iviangita,joining discord channel engaging us twitter,Commons Stack,2021-04-08,praise,,70.0,70.0,0.001005434784,1.156250001,1.156250001,TEC1,TEC12
2667,Michel Bauwens#1511,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Commons Stack,2021-04-09,praise testing,,20.0,25.0,0.0003229253324,0.3713641322,1.114092397,TEC1,TE7
