,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,tag,hand_labeled
3,zeptimusQ,iviangita,huge success mvv process,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,39.04071991,TEC2,TEC2
6,zeptimusQ,GriffGreen,many community members user testing last month slowly surely make project something proud release,Token Engineering Commons,2021-05-03,general,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,TEC8,TEC3
8,zeptimusQ,iviangita,awesome memes,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,TEC1,TEC1
9,zeptimusQ,cranders71,attending 1hive tec hatch params party individuals attendance praise channel help join us,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,TEC3,TEC12
13,zeptimusQ,solsista,joining 810180622634844202 bi weekly call diverse backgrounds already creating perfect focus group start research making time work sessions next call,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC2,TEC7
20,zeptimusQ,zeptimusQ,yesterday restrospective meeting awesome sprint,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC2,TEC8
24,zeptimusQ,sembrestels,coming hatch dashboard party today,Token Engineering Commons,2021-05-04,praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,39.04071991,TEC3,TEC12
27,zeptimusQ,iviangita,joining legal weekly sync,Token Engineering Commons,2021-04-30,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,TEC4,TEC4
33,zeptimusQ,liviade,joining soft gov call yesterday,Token Engineering Commons,2021-04-28,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,TEC2,TEC12
36,zeptimusQ,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,2021-05-07,praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,39.04071991,TEC15,TEC12
37,zeptimusQ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-04-30,commons stack,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,TEC1,TEC12
41,solsista,iviangita,te academy kickoff,Telegram,2021-05-07,te praise,100000.0,400.0,100.0,0.01201621901,14.41946281,28.49199425,TEC7,TE5
42,solsista,Suga#8514,enlightening talk morning shifting paradigms bringing decentralized organization people greater good,Commons Stack,2021-04-30,praise,10000.0,300.0,100.0,0.002301427303,2.761712764,28.49199425,TEC2,TE6
45,solsista,liviade,initiating new ecosystem value flows course te academy,Telegram,2021-05-03,commons stack,1500.0,400.0,100.0,0.001733308476,2.079970171,28.49199425,TEC4,TE5
52,iviangita,Letty#5399,bot server hacking ivy already catching praise channel command glitch making count,Token Engineering Commons,2021-05-01,omega,20000.0,100.0,300.0,0.003306420126,3.967704151,23.87003435,TEC16,TEC14
53,iviangita,markop,praise queen,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,500.0,0.002241673859,2.690008631,23.87003435,TEC16,TEC16
55,iviangita,GriffGreen,always cleaning videos making praise,Telegram,2021-05-05,cs ddev team,10000.0,150.0,100.0,0.001822568901,2.187082682,23.87003435,TEC16,TEC10
56,iviangita,iviangita,work behind scenes,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,23.87003435,TEC2,TEC16
58,iviangita,iviangita,really great commons stack comms organizing things within chaos,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,23.87003435,TEC1,TEC1
60,iviangita,Tam2140,keeping stewards working groups transparent stewards audit forum,Token Engineering Commons,2021-05-06,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,TEC8,TEC10
63,iviangita,iviangita,present transparency sync call today,Token Engineering Commons,2021-04-26,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC10,TEC12
64,iviangita,iviangita,amazing ideas transparency,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC10,TEC10
65,iviangita,naynaysoo,attending seo hack session,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC1,TEC1
66,iviangita,Krisjones,great team peers work,Commons Stack,2021-05-03,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC16,TEC12
67,iviangita,Tam2140,airdropping cslove new members swiss membership today,Token Engineering Commons,2021-05-04,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC2,TEC6
68,iviangita,iviangita,coordination proactive,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC14,TEC16
71,iviangita,chuygarcia92,joining comms wg call,Token Engineering Commons,2021-05-04,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,23.87003435,TEC1,TEC12
76,Suga#8514,liviade,joining mvv runoff polishing session,Token Engineering Commons,2021-04-29,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,20.12199683,TEC2,TEC2
79,Suga#8514,iviangita,attending tec community call https youtu fvlttushrbg,Token Engineering Commons,2021-04-30,praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,20.12199683,TEC15,TEC12
83,Suga#8514,iviangita,onboarding work blog post working right,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,TEC1,TEC6
92,ygganderson,GriffGreen,jake countless hours put building dashboard ready play,Token Engineering Commons,2021-05-03,general,1000.0,200.0,400.0,0.001941913667,2.3302964,19.82437273,TEC15,TEC3
97,ygganderson,iviangita,zep seeing call misses coming calls bringing new people close tec joining cadcad session helping lauren python issue cool hoodie,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,19.82437273,TEC15,TEC16
98,ygganderson,solsista,joining 810180622634844202 bi weekly call diverse backgrounds already creating perfect focus group start research making time work sessions next call,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,TEC2,TEC7
114,AnnaMarieSwan#8824,chuygarcia92,great feedback hatch dashboard article,Token Engineering Commons,2021-05-05,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.08114174,TEC1,TEC3
118,AnnaMarieSwan#8824,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Token Engineering Commons,2021-04-30,praise,500.0,25.0,100.0,0.0004317674408,0.518120929,19.08114174,TEC1,TEC12
128,Santigs67,iviangita,active piece softgov making better every time,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC2,TEC2
129,Santigs67,iviangita,sourcecred committee,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC2,TEC2
131,Santigs67,liviade,joining sourcecred committee call yesterday,Token Engineering Commons,2021-05-05,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC2,TEC12
132,Santigs67,zeptimusQ,great leader legal also chrysalis,Token Engineering Commons,2021-05-06,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC4,TEC16
134,Santigs67,Tam2140,joining community stewards sync yesterday,Token Engineering Commons,2021-05-06,praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,18.56396279,TEC8,TEC12
136,Santigs67,iviangita,joining legal weekly sync,Token Engineering Commons,2021-04-30,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,18.56396279,TEC4,TEC12
137,Santigs67,iviangita,joining legal weekly call,Token Engineering Commons,2021-05-07,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,18.56396279,TEC4,TEC12
140,Santigs67,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,2021-05-07,praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,18.56396279,TEC15,TEC12
141,akrtws ,iviangita,te academy kickoff,Telegram,2021-05-07,te praise,100000.0,500.0,100.0,0.01233545794,14.80254953,18.30184828,TEC7,TE5
142,akrtws ,liviade,initiating new ecosystem value flows course te academy,Telegram,2021-05-03,commons stack,1500.0,500.0,100.0,0.00205254741,2.463056892,18.30184828,TEC4,TE5
143,akrtws ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-04-30,commons stack,500.0,25.0,100.0,0.0004317674408,0.518120929,18.30184828,TEC1,TE7
145,heater03,iviangita,cadcad bootcamp sessions,Token Engineering Commons,2021-04-30,praise,20000.0,200.0,100.0,0.003026138677,3.631366412,16.59866949,TEC9,TE1
148,heater03,JessicaZartler,work running cadcad bootcamp,Commons Stack,2021-05-03,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,16.59866949,TEC15,TE1
150,heater03,JessicaZartler,presenting cadcad bootcamp first cadcad model wednesday community call,Commons Stack,2021-05-03,praise,1000.0,150.0,200.0,0.001182773816,1.419328579,16.59866949,TEC15,TE1
163,BlairV,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,2021-05-07,praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,16.15361151,TEC15,TEC12
167,cranders71,cranders71,attending 1hive tec hatch params party individuals attendance praise channel help join us,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,15.11309888,TEC3,TEC12
192,Nuggan#5183,iviangita,hosting leading lot params parties,Token Engineering Commons,2021-05-07,praise,10000.0,100.0,100.0,0.001662949434,1.995539321,14.54507931,TEC3,TEC3
194,Nuggan#5183,iviangita,params party going,Token Engineering Commons,2021-05-07,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,14.54507931,TEC3,TEC3
205,Mount Manu#3530,JuankBell,great comms videos,Token Engineering Commons,2021-04-27,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,13.61524525,TEC1,TEC1
211,Mount Manu#3530,chuygarcia92,joining comms wg call,Token Engineering Commons,2021-05-04,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,13.61524525,TEC1,TEC1
218,shawn_westrick,iviangita,awesome people interacted juan recently conversations amazing,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,11.40997375,TEC1,TEC16
220,shawn_westrick,iviangita,joining legal weekly sync,Token Engineering Commons,2021-04-30,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,11.40997375,TEC4,TEC12
225,T Wells#9070,iviangita,inviting suga modules,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,11.16834885,TEC15,TEC16
227,sembrestels,sembrestels,12h working adding timelock create vote permission https github com commonsswarm hatch template pull 7,Telegram,2021-05-01,commons swarm,120000.0,600.0,500.0,0.01594163826,19.12996591,11.11149818,TEC2,TEC5
235,sembrestels,sembrestels,1h updating implementation specification https forum tecommons org tec test hatch implementation specification 226 7,Telegram,2021-05-01,commons swarm,10000.0,100.0,100.0,0.001662949434,1.995539321,11.11149818,TEC1,TEC1
251,sembrestels,iviangita,cool params session,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,11.11149818,TEC3,TEC3
262,paulo_c2d,paulo_c2d,17h work polishing hatch frontend making responsive well deploying hatch demo pr https github com commonsswarm tec hatch pull 92,Telegram,2021-05-04,commons swarm,170000.0,600.0,500.0,0.0211613898,25.39366776,10.85633422,TEC6,TEC
264,paulo_c2d,paulo_c2d,6h work improving hatch connector updating subgraph mappings adding contract cache mechanism fetch contract handlers demand prs https github com commonsswarm hatch connector pull 19 https github com commonsswarm hatch connector commit 0e2b21d80f7303ee86105050655bd82161f1be48,Telegram,2021-05-04,commons swarm,60000.0,300.0,500.0,0.00872021961,10.46426353,10.85633422,TEC6,TEC5
268,paulo_c2d,iviangita,working hatch backend,Token Engineering Commons,2021-05-07,praise,1000.0,150.0,200.0,0.001182773816,1.419328579,10.85633422,TEC6,TEC14
269,paulo_c2d,chuygarcia92,heros capes,Token Engineering Commons,2021-04-29,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,10.85633422,TEC5,TEC16
272,paulo_c2d,iviangita,running hatch params parties,Token Engineering Commons,2021-05-07,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,10.85633422,TEC3,TEC6
277,paulo_c2d,zeptimusQ,joining common swarm weekly sync,Token Engineering Commons,2021-05-03,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,10.85633422,TEC5,TEC12
281,danlessa,Laurenluz,inspiring helpful discussion cadcad bootcamp lab today,Token Engineering Commons,2021-05-07,praise,20000.0,300.0,200.0,0.003645137803,4.374165363,10.61543469,TEC9,TE1
284,ddan#2489,zeptimusQ,hardwork survey rock man,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,1000.0,0.003421235884,4.10548306,10.51642401,TEC2,TEC15
286,ddan#2489,iviangita,always around,Token Engineering Commons,2021-04-30,praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,10.51642401,TEC2,TEC12
294,Laurenluz,iviangita,active participation cadcad bootcamp,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,9.262478414,TEC12,TE1
296,Laurenluz,iviangita,new simulator article agreeing meet manu work giveth,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,9.262478414,TEC1,TEC12
303,Laurenluz,iviangita,attending tec community call https youtu fvlttushrbg,Token Engineering Commons,2021-04-30,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,9.262478414,TEC15,TEC12
305,Laurenluz,GriffGreen,joining commons stack simulator sync continuing improve game,Telegram,2021-05-05,cs ddev team,1000.0,70.0,100.0,0.0006276224767,0.7531469721,9.262478414,TEC5,TE1
307,Laurenluz,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-05-07,commons stack,500.0,25.0,100.0,0.0004317674408,0.518120929,9.262478414,TEC1,TEC12
310,GriffGreen,iviangita,guiding vyvy compensation commons stack awesome prelude text milestone really made feel appreciated driven params parties welcoming manu officially builder hosting params parties guidance help chuy,Token Engineering Commons,2021-05-07,praise,1000.0,300.0,300.0,0.001961392409,2.353670891,8.927063614,TEC3,TEC16
312,GriffGreen,GriffGreen,jake countless hours put building dashboard ready play,Token Engineering Commons,2021-05-03,general,1000.0,200.0,400.0,0.001941913667,2.3302964,8.927063614,TEC15,TEC3
313,GriffGreen,iviangita,hosting leading lot params parties,Token Engineering Commons,2021-05-07,praise,10000.0,100.0,100.0,0.001662949434,1.995539321,8.927063614,TEC3,TEC16
315,GriffGreen,Tam2140,param party surge next days think gonna go,Token Engineering Commons,2021-05-05,praise,1000.0,300.0,100.0,0.001361872026,1.634246431,8.927063614,TEC3,TEC3
316,GriffGreen,iviangita,params party going,Token Engineering Commons,2021-05-07,praise,1000.0,300.0,100.0,0.001361872026,1.634246431,8.927063614,TEC3,TEC12
324,GriffGreen,iviangita,mvv runoff,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,8.927063614,TEC2,TEC2
338,GriffGreen,GriffGreen,amazing memes week,Token Engineering Commons,2021-05-03,memes,1000.0,100.0,100.0,0.000723394157,0.8680729884,8.927063614,TEC1,TEC1
340,GriffGreen,iviangita,participating mvv polishing,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,8.927063614,TEC13,TEC2
341,GriffGreen,iviangita,awesome people interacted juan recently conversations amazing,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,8.927063614,TEC1,TEC16
346,GriffGreen,chuygarcia92,joining comms wg call,Token Engineering Commons,2021-05-04,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,8.927063614,TEC1,TEC12
350,GriffGreen,markop,attending comms call,Token Engineering Commons,2021-04-27,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,8.927063614,TEC1,TEC12
361,atacas,iviangita,tec case study,Token Engineering Commons,2021-04-30,praise,100000.0,300.0,100.0,0.01169698007,14.03637609,7.823748029,TEC15,TE2
363,VitorMarthendal,iviangita,pushing get hatch dashboard,Token Engineering Commons,2021-05-07,praise,200000.0,200.0,200.0,0.02211700441,26.54040529,7.559265334,TEC6,TEC14
365,VitorMarthendal,GriffGreen,jake countless hours put building dashboard ready play,Token Engineering Commons,2021-05-03,general,1000.0,200.0,400.0,0.001941913667,2.3302964,7.559265334,TEC15,TEC14
367,VitorMarthendal,Vyvy-vi#5040,hosting meme parties really educating params thoughtfully answering queries,Token Engineering Commons,2021-05-07,praise,10000.0,100.0,100.0,0.001662949434,1.995539321,7.559265334,TEC3,TEC15
377,VitorMarthendal,iviangita,deep dive series,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.559265334,TEC7,TEC9
379,VitorMarthendal,GriffGreen,joining commons stack simulator sync continuing improve game,Telegram,2021-05-05,cs ddev team,1000.0,70.0,100.0,0.0006276224767,0.7531469721,7.559265334,TEC5,TEC12
380,mateodaza,iviangita,sourcecred work continuing attending cadcad bootcamp,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,7.478048774,TEC1,TEC14
384,mateodaza,liviade,joining first sourcecred committee call creating issues next steps,Token Engineering Commons,2021-04-28,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,7.478048774,TEC2,TEC12
387,mateodaza,iviangita,active piece softgov making better every time,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.478048774,TEC2,TEC2
389,mateodaza,iviangita,work sourcecred committee,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.478048774,TEC2,TEC16
396,Letty#5399,solsista,joining 810180622634844202 bi weekly call diverse backgrounds already creating perfect focus group start research making time work sessions next call,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.464951256,TEC2,TEC7
397,Letty#5399,iviangita,biweekly 0mega calls becoming one chuys favorite spaces tec,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.464951256,TEC15,TEC7
399,chuygarcia92,chuygarcia92,1h reviewing commons swarm weekly updates,Telegram,2021-04-30,commons swarm,10000.0,100.0,100.0,0.001662949434,1.995539321,7.18127319,TEC5,TEC5
400,chuygarcia92,chuygarcia92,1h reviewing commons swarm weekly updates tec forum,Telegram,2021-04-30,commons swarm,10000.0,100.0,100.0,0.001662949434,1.995539321,7.18127319,TEC5,TEC5
409,chuygarcia92,iviangita,always around,Token Engineering Commons,2021-04-30,praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,7.18127319,TEC2,TEC16
413,chuygarcia92,naynaysoo,joining hatch communications hack session,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,TEC1,TEC12
414,chuygarcia92,iviangita,work comms,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,TEC1,TEC16
415,chuygarcia92,iviangita,getting ball rolling hatch campaigns,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,TEC6,TEC1
417,chuygarcia92,iviangita,joining santi project launching around art,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,TEC8,TEC15
419,chuygarcia92,iviangita,awesome perspectives cinema development coordinating commons dao,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,TEC5,TEC12
420,chuygarcia92,zeptimusQ,yesterday restrospective meeting awesome sprint,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,TEC2,TEC8
424,chuygarcia92,GriffGreen,amazing memes week,Token Engineering Commons,2021-05-03,memes,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,TEC1,TEC1
434,chuygarcia92,iviangita,joining legal weekly sync,Token Engineering Commons,2021-04-30,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,7.18127319,TEC4,TEC12
438,chuygarcia92,markop,attending comms call,Token Engineering Commons,2021-04-27,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,7.18127319,TEC1,TEC12
443,chuygarcia92,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-05-08,te praise,500.0,25.0,100.0,0.0004317674408,0.518120929,7.18127319,TEC1,TEC12
446,metaverde,chuygarcia92,joining comms wg call,Token Engineering Commons,2021-05-04,praise,,,,0.0,1.3544018058690743,6.772009029,TEC1,TEC12
450,JuankBell,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,2021-05-01,te praise,,,,0.0,1.3544018058690743,6.501007788,TEC1,TEC12
455,JuankBell,vegayp,joining hatch outreach call,Token Engineering Commons,2021-04-28,praise,,,,0.0,1.3544018058690743,6.501007788,TEC6,TEC12
464,JuankBell,iviangita,huge success mvv process,Token Engineering Commons,2021-04-30,praise,,,,0.0,1.3544018058690743,6.501007788,TEC2,TEC16
470,JuankBell,iviangita,joining legal weekly sync,Token Engineering Commons,2021-04-30,praise,,,,0.0,1.3544018058690743,6.501007788,TEC4,TEC12
474,JuankBell,sembrestels,coming hatch dashboard party today,Token Engineering Commons,2021-05-04,praise,,,,0.0,1.3544018058690743,6.501007788,TEC3,TEC3
476,JuankBell,iviangita,gravity work including social activities wg calls esp icebreaker session continuing work gravity reliable weekly work gravity reading art war great governance amazing work gravity,Token Engineering Commons,2021-05-07,praise,,,,0.0,1.3544018058690743,6.501007788,TEC17,TEC16
478,JuankBell,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,2021-05-07,praise,,,,0.0,1.3544018058690743,6.501007788,TEC15,TEC12
481,jeffemmett,iviangita,working d2d collaboration models,Telegram,2021-05-07,te praise,10000.0,300.0,100.0,0.002301427303,2.761712764,6.257951473,TEC14,TE1
485,jeffemmett,iviangita,really great commons stack comms organizing things within chaos,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,6.257951473,TEC1,TEC1
488,jeffemmett,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,2021-05-01,te praise,1500.0,50.0,100.0,0.0006159722052,0.7391666463,6.257951473,TEC1,TEC12
494,liviade,AnnaMarieSwan#8824,giving time free join dao commons panel wealth experience knowledge professionalism brought rich fascinating conversation long enough extra large scoop praise please,Commons Stack,2021-05-07,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,6.18923096,TEC16,TE5
495,liviade,zeptimusQ,yesterday restrospective meeting awesome sprint,Token Engineering Commons,2021-04-30,praise,1000.0,250.0,100.0,0.001202252559,1.44270307,6.18923096,TEC2,TEC8
498,liviade,iviangita,mvv approaching decisions everything tact care showing tec amas onboarding people nice hack session hatch outreach eduardo,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,6.18923096,TEC6,TEC2
505,liviade,chuygarcia92,coming first content workshop,Token Engineering Commons,2021-05-03,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,6.18923096,TEC1,TEC12
507,liviade,iviangita,inspired discussions around holistic well flow energy,Token Engineering Commons,2021-05-07,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,6.18923096,TEC1,TEC7
509,liviade,chuygarcia92,helping bring groovy vibes legal channel,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,6.18923096,TEC4,TEC16
512,liviade,liviade,joining mvv runoff polishing session,Token Engineering Commons,2021-04-29,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,6.18923096,TEC2,TEC16
517,liviade,iviangita,awesome people interacted juan recently conversations amazing,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,6.18923096,TEC1,TEC16
524,liviade,liviade,joining soft gov call yesterday,Token Engineering Commons,2021-04-28,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,6.18923096,TEC2,TEC12
535,mehigher,Tam2140,param partying friday afternoon,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,6.114819591,TEC3,TEC12
539,sherminv,iviangita,working new book managing commons,Telegram,2021-05-07,te praise,10000.0,250.0,100.0,0.002141807836,2.570169403,6.098055609,TEC5,TE5
542,naynaysoo,iviangita,spearheading seo shouldering carrying communications,Token Engineering Commons,2021-04-30,praise,50000.0,200.0,100.0,0.0061579896,7.389587521,5.86706192,TEC1,TEC1
549,naynaysoo,Tam2140,highly productive community stewards call,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,5.86706192,TEC8,TEC12
564,naynaysoo,sembrestels,coming hatch dashboard party today,Token Engineering Commons,2021-05-04,praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,5.86706192,TEC3,TEC3
575,owocki,Krisjones,creating platforms help support open source projects funding,Commons Stack,2021-05-03,praise,1000.0,400.0,200.0,0.001980871152,2.377045382,5.813707114,TEC14,TE6
592,gyalbo,JessicaZartler,engagement ecosystem,Commons Stack,2021-05-03,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,4.868246042,TEC1,TEC16
601,fabiosmendes,iviangita,working hatch dashboard used intuitive swift work love vyvy,Token Engineering Commons,2021-05-07,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,4.814245574,TEC6,TEC3
605,Tam2140,iviangita,organization work glues us together staying top things always organized surviving challenging school week good humor nice 1on1 session eduardo help gives santi supportive lauren getting cs swag stuff leading logistics cs swag shop,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,4.797711404,TEC1,TEC16
607,Tam2140,iviangita,attending meetings awesome,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,4.797711404,TEC1,TEC12
610,Tam2140,iviangita,hard work hatch outreach,Token Engineering Commons,2021-05-07,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,4.797711404,TEC6,TEC6
612,Tam2140,Tam2140,param partying friday afternoon,Token Engineering Commons,2021-05-07,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,4.797711404,TEC3,TEC3
614,Tam2140,iviangita,completing transparency audit stewards wg,Token Engineering Commons,2021-05-06,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,4.797711404,TEC8,TEC10
616,Tam2140,iviangita,coordination proactive,Token Engineering Commons,2021-05-07,praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,4.797711404,TEC14,TEC16
618,Tam2140,iviangita,amazing support suga,Token Engineering Commons,2021-05-07,praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,4.797711404,TEC10,TEC16
619,Tam2140,Tam2140,highly productive community stewards call,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,4.797711404,TEC8,TEC8
624,Tam2140,Krisjones,great team peers work,Commons Stack,2021-05-03,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,4.797711404,TEC16,TEC16
629,Tam2140,vegayp,joining hatch outreach call,Token Engineering Commons,2021-04-28,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,4.797711404,TEC6,TEC12
633,durgadasji,iviangita,inspired discussions around holistic well flow energy,Token Engineering Commons,2021-05-07,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,4.723451663,TEC1,TEC16
