0,1,max_intersection_similarity,jaccard_similarity,spacy_similarity
4018,working hard hatch,TEC6,TEC6,TEC2
4019,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
4020,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4021,joining comms working group call energy supporting work beautiful day everyone,TEC1,TEC1,TEC2
4022,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
4023,wrapping website,TEC1,TEC1,TEC1
4024,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4025,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4026,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4027,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4028,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4029,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4030,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4031,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4032,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4033,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4034,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4035,pioneering work programing value flows,,,TEC14
4036,curiosity availability become hatcher,,,TEC1
4037,onboarded hatcher,,,TEC6
4038,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
4039,waiting jess onboard comms wg,TEC1,TEC6,TEC5
4040,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
4041,joining tec community,TEC15,TEC15,TEC15
4042,awesome work discord praise bot,TEC1,TEC16,TEC16
4043,reviewing,,,TEC4
4044,getting us one coolest defi4good platforms stake behind commons stack earn apy commons stack earns another apy https stakes social 0xfa38fc50e055cbe88bd569eddcce057999b2bc9c,TEC5,TEC5,TEC2
4045,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
4046,making many dank memes,,,TEC2
4047,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4048,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4049,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4050,find chuy luuk server active commons swarm ama 1hive call today,TEC5,TEC5,TEC5
4051,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4052,catching bad link gitcoin grant,,,TEC2
4053,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4054,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4055,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4056,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4057,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4058,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4059,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4060,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4061,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4062,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4063,hour work setting design bounties ama next week,TEC1,TEC1,TEC2
4064,working hard hatch,TEC6,TEC6,TEC2
4065,2h working efra 1hive designs ama,,,TEC15
4066,6h work commons swarm ama last couple days,TEC5,TEC5,TEC5
4067,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4068,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4069,setting cv commonsstack org technical difficulties ovh,TEC14,TEC14,TEC14
4070,1h work aplying new design connected accounts manage stake screen celeste,TEC1,TEC1,TEC1
4071,1h work sem reviewing celeste changes planning implementation tec,TEC15,TEC15,TEC4
4072,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
4073,working lot last months launch celeste,,,TEC2
4074,working hard hatch,TEC6,TEC6,TEC2
4075,giving credit credit due,,,TEC16
4076,1h work yesterday met sem review changes needed honeypot order apply tec ui minutes today working change asked celeste emails template,TEC15,TEC15,TEC2
4077,working hard hatch,TEC6,TEC6,TEC2
4078,making great issue break little bit tec dashboard,TEC15,TEC15,TEC2
4079,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4080,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4081,eash dishing praise times gratitude culture bring community makes nice,TEC2,TEC16,TEC16
4082,hatcher comms work session morning,TEC1,TEC1,TEC1
4083,find chuy luuk server active commons swarm ama 1hive call today,TEC5,TEC5,TEC5
4084,working diagrams hatch,TEC6,TEC6,TEC6
4085,dapp support,TEC5,TEC5,TEC2
4086,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4087,hot trot swiss membership dapp fixes,TEC5,TEC5,TEC2
4088,joining commons stack simulator sync joining reveling success seriously round celebration got high need burning man year,TEC5,TEC5,TEC2
4089,tec dashboard looking amazing,TEC15,TEC15,TEC15
4090,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4091,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
4092,much incredible work dashboard,,,TEC1
4093,becoming hatchers,,,TEC6
4094,great token engineering support contributions,,,TEC14
4095,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4096,getting server chatting bit work together dms,,,TEC1
4097,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4098,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4099,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4100,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4101,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4102,dropping onboarding help channel see rest server onboarded role made security process,TEC6,TEC6,TEC2
4103,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4104,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4105,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4106,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4107,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4108,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4109,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4110,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4111,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4112,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4113,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4114,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4115,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4116,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
4117,taking time chat community member journey opportunities share us,TEC15,TEC15,TEC1
4118,incredible work space long time trusted seed member look forward connecting next week feel free anytime share potential collaboration opportunities tezos,,,TEC2
4119,joining wg call adding questions helping structure te community survey deciding first outreach radius naming adjacent communities thinking intrinsic goodies incentives high survey completion rate,TEC2,TEC7,TEC2
4120,heartfelt feedback commons stack contributor journey,TEC5,TEC5,TEC1
4121,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
4122,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4123,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4124,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4125,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4126,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4127,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
4128,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4129,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
4130,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
