,To,From,Reason for dishing,Server,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,day_of_week,tag,Kmean tag
967,zeptimusQ,zeptimusQ,joining stewards meeting,Token Engineering Commons,praise,0.03385186591325776,0.01015555977397733,0.14104944130524066,0.09352851608830362,0.12974279766969268,0.5916718192495279,Wednesday,TEC8,#1 cluster
968,zeptimusQ,zeptimusQ,joining restrospective meeting,Token Engineering Commons,praise,0.03385186591325776,0.01015555977397733,0.14104944130524066,0.09352851608830362,0.12974279766969268,0.5916718192495279,Thursday,TEC2,#1 cluster
969,zeptimusQ,iviangita,joining tec community call https www youtube com watch v s8rqw7bf8gk,Token Engineering Commons,praise,0.03385186591325776,0.01015555977397733,0.14104944130524066,0.09352851608830362,0.12974279766969268,0.5916718192495279,Friday,TEC15,#1 cluster
970,zeptimusQ,Santigs67,joining todays legal wg call,Token Engineering Commons,praise,0.03385186591325776,0.01015555977397733,0.14104944130524066,0.09352851608830362,0.12974279766969268,0.5916718192495279,Friday,TEC4,#1 cluster
971,zeptimusQ,chuygarcia92,attending today commons swarm weekly meeting,Token Engineering Commons,praise,0.03385186591325776,0.01015555977397733,0.14104944130524066,0.09352851608830362,0.12974279766969268,0.5916718192495279,Monday,TEC5,#1 cluster
972,zeptimusQ,markop,attending comms wg weekly call,Token Engineering Commons,praise,0.03385186591325776,0.01015555977397733,0.14104944130524066,0.09352851608830362,0.12974279766969268,0.5916718192495279,Tuesday,TEC1,#1 cluster
973,zeptimusQ,zeptimusQ,joining stewards call,Token Engineering Commons,praise,0.03385186591325776,0.01015555977397733,0.14104944130524066,0.09352851608830362,0.12974279766969268,0.5916718192495279,Wednesday,TEC8,#1 cluster
974,zeptimusQ,iviangita,joining tec community call https youtu z53dnjksgck,Token Engineering Commons,praise,0.03385186591325776,0.01015555977397733,0.14104944130524066,0.09352851608830362,0.12974279766969268,0.5916718192495279,Friday,TEC15,#1 cluster
975,zeptimusQ,markop,joining comms weekly call,Token Engineering Commons,praise,0.034447851816082856,0.008611962954020714,0.14353271590034522,0.08852162100258845,0.12279723065707089,0.6020886176698919,Tuesday,TEC1,#1 cluster
976,zeptimusQ,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,te praise,0.054061718039682065,0.004505143169973505,0.12013715119929347,0.08016057797641636,0.1111987881738967,0.6299366214407379,Friday,TEC1,#1 cluster
977,zeptimusQ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.021501839184503845,0.005375459796125961,0.08959099660209935,0.0552538854762669,0.07664821364212948,0.7516296052988743,Friday,TEC1,#6 cluster
978,zeptimusQ,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.021501839184503845,0.005375459796125961,0.08959099660209935,0.0552538854762669,0.07664821364212948,0.7516296052988743,Friday,TEC1,#6 cluster
979,zeptimusQ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.021501839184503845,0.005375459796125961,0.08959099660209935,0.0552538854762669,0.07664821364212948,0.7516296052988743,Friday,TEC1,#6 cluster
980,zeptimusQ,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.021501839184503845,0.005375459796125961,0.08959099660209935,0.0552538854762669,0.07664821364212948,0.7516296052988743,Friday,TEC1,#6 cluster
981,zeptimusQ,vegayp,griff juankbell tam2140 metaverde freedumbs00 liviade natesuits vyvy vi zeptimus rodbot2 amwfund octopus joining hatch outreach call thank much one biggest calls,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.0,1.0,Wednesday,TEC6,#6 cluster
982,ygganderson,ygganderson,4h work modelling sunday params session,Telegram,commons swarm,0.10698687864961094,0.013373359831201368,0.2786116631500285,0.18516889955696203,0.2568663769793908,0.15899282183280647,Wednesday,TEC3,#1 cluster
983,ygganderson,GriffGreen,working hard share cadcad community,Telegram,commons stack,0.08243282577776405,0.01648656515555281,0.27477608592588015,0.18025278003893117,0.25004673392712884,0.19600500917474298,Wednesday,TEC15,#1 cluster
984,ygganderson,iviangita,documentation work beyond setting dashboard making params work possible,Token Engineering Commons,praise,0.08067359666371139,0.008067359666371138,0.3361399860987974,0.16056341909768185,0.2227336439580493,0.1918219945153889,Friday,TEC3,#1 cluster
985,ygganderson,sembrestels,engaging bonding curve modeling hack sessions already said call last thursday recorded,Telegram,te praise,0.18021756619256732,0.009010878309628366,0.15018130516047276,0.1869695124204794,0.25936418792149585,0.21425654999535637,Monday,TEC2,#5 cluster
986,ygganderson,iviangita,tam praised enough often,Token Engineering Commons,praise,0.10462790911520257,0.020925581823040513,0.1743798485253376,0.18904453521465708,0.2622426604354413,0.24877946488632083,Friday,TEC16,#5 cluster
987,ygganderson,iviangita,work dashboard,Token Engineering Commons,praise,0.09001771799619751,0.009001771799619751,0.300059059987325,0.16206491332773687,0.2248165173306319,0.21404001955848884,Friday,TEC1,#1 cluster
988,ygganderson,iviangita,deciphering abc parameters,Token Engineering Commons,praise,0.05087591866956135,0.01017518373391227,0.339172791130409,0.14989744023387608,0.2079377934909663,0.24194087274127496,Friday,TEC3,#1 cluster
989,ygganderson,JessicaZartler,fun session dao2dao collaboration mechanisms proposal inverter revenue sharing models working research area,Commons Stack,praise,0.04987301605832954,0.02493650802916477,0.20780423357637307,0.17632444525750943,0.24459734624082802,0.29646445083779516,Monday,TEC1,#1 cluster
990,ygganderson,iviangita,fun sunday params sesh spending another hours making curves,Token Engineering Commons,praise,0.041790235127070335,0.010447558781767584,0.3482519593922528,0.14707309873259852,0.20401986570611663,0.24841728226019413,Friday,TEC3,#1 cluster
991,ygganderson,iviangita,bonding curve params hack session,Token Engineering Commons,praise,0.041790235127070335,0.010447558781767584,0.3482519593922528,0.14707309873259852,0.20401986570611663,0.24841728226019413,Friday,TEC3,#1 cluster
992,ygganderson,iviangita,visible community work hatch super cool,Telegram,te praise,0.048280555458145996,0.012070138864536499,0.3017534716134125,0.14699125348620118,0.20390632999461317,0.2869982505830907,Friday,TEC15,#1 cluster
993,ygganderson,Laurenluz,joining cadcad lab study group helping troubleshoot get cadcad libraries installed properly,Token Engineering Commons,praise,0.048280555458145996,0.012070138864536499,0.3017534716134125,0.14699125348620118,0.20390632999461317,0.2869982505830907,Friday,TEC9,#1 cluster
994,ygganderson,iviangita,joining tec community call https www youtube com watch v s8rqw7bf8gk,Token Engineering Commons,praise,0.04175194899994981,0.012525584699984944,0.17396645416645753,0.11535546796049675,0.1600211546771575,0.4963793894959535,Friday,TEC15,#1 cluster
995,ygganderson,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,te praise,0.0676999953365735,0.005641666278047792,0.15044443408127445,0.10038287631179285,0.13925116910416457,0.5365798588881469,Friday,TEC1,#1 cluster
996,ygganderson,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.02830562528540128,0.00707640632135032,0.11794010535583865,0.0727377674269298,0.10090186218642593,0.6730382334240541,Friday,TEC1,#6 cluster
997,Santigs67,liviade,mateodaza updates sourcecred solid work thanks much dedication this1,Token Engineering Commons,praise,0.3189515596809811,0.0031895155968098116,0.05315859328016352,0.23315772557271786,0.32343649699211247,0.06810610887721526,Tuesday,TEC1,#5 cluster
998,Santigs67,JuankBell,helping design easy step step gravity adr process,Token Engineering Commons,praise,0.10438656783827083,0.010438656783827082,0.26096641959567707,0.1681092468090194,0.23320121934937196,0.22289788962383353,Tuesday,TEC1,#1 cluster
999,Santigs67,JuankBell,helping maintain lit inner fire motivation inspiration humbleness one us,Token Engineering Commons,praise,0.12058258632887948,0.012058258632887947,0.20097097721479912,0.17129132966559485,0.23761540610359622,0.2574814420542422,Saturday,TEC16,#1 cluster
1000,Santigs67,iviangita,meeting real life heartwarming live photo,Token Engineering Commons,praise,0.02752739281458664,0.02752739281458664,0.2293949401215553,0.17663050399081448,0.24502191097046838,0.29389785928798867,Friday,TEC16,#1 cluster
1001,Santigs67,Suga#8514,invaluable perspective advice onboarding chat yesterday,Commons Stack,praise,0.03203421468364017,0.016017107341820085,0.26695178903033473,0.14367527402876892,0.19930640181814466,0.34201521309729144,Wednesday,TEC6,#1 cluster
1002,Santigs67,Tam2140,grimfolks airdrop train today future forward pleasure live future,Token Engineering Commons,praise,0.016702559833366354,0.016702559833366354,0.27837599722277256,0.1388937085733682,0.19267341222022885,0.3566517623168977,Friday,TEC2,#1 cluster
1003,Santigs67,iviangita,awesome stewards community,Token Engineering Commons,praise,0.03427910307362185,0.010283730922086556,0.28565919228018205,0.12725997842072254,0.1765350967590935,0.36598289854429344,Friday,TEC8,#1 cluster
1004,Santigs67,iviangita,meeting suga week,Token Engineering Commons,praise,0.04035008216377636,0.02017504108188818,0.16812534234906817,0.14265641859486233,0.19789304513519004,0.4308000706752149,Friday,TEC2,#1 cluster
1005,Santigs67,iviangita,attending weekly legal call,Token Engineering Commons,praise,0.04301103255665796,0.015053861394830286,0.17921263565274148,0.12714165079577777,0.17637095256640145,0.45920986703359107,Friday,TEC4,#1 cluster
1006,Santigs67,liviade,annamarieswan freedumbs00 natesuits juankbell mateodaza griff santigs suga zeptimus amwfund durgadas tam2140 chuygarcia92 joining soft gov always insightful spend time,Token Engineering Commons,praise,0.0439777603575628,0.013193328107268842,0.1832406681565117,0.121505109280224,0.16855193975593769,0.469531194342495,Tuesday,TEC2,#1 cluster
1007,Santigs67,zeptimusQ,joining stewards meeting,Token Engineering Commons,praise,0.0439777603575628,0.013193328107268842,0.1832406681565117,0.121505109280224,0.16855193975593769,0.469531194342495,Wednesday,TEC8,#1 cluster
1008,Santigs67,zeptimusQ,joining restrospective meeting,Token Engineering Commons,praise,0.0439777603575628,0.013193328107268842,0.1832406681565117,0.121505109280224,0.16855193975593769,0.469531194342495,Thursday,TEC2,#1 cluster
1009,Santigs67,iviangita,joining tec community call https www youtube com watch v s8rqw7bf8gk,Token Engineering Commons,praise,0.0439777603575628,0.013193328107268842,0.1832406681565117,0.121505109280224,0.16855193975593769,0.469531194342495,Friday,TEC15,#1 cluster
1010,Santigs67,Santigs67,joining todays legal wg call,Token Engineering Commons,praise,0.0439777603575628,0.013193328107268842,0.1832406681565117,0.121505109280224,0.16855193975593769,0.469531194342495,Friday,TEC4,#1 cluster
1011,Santigs67,zeptimusQ,joining stewards call,Token Engineering Commons,praise,0.0439777603575628,0.013193328107268842,0.1832406681565117,0.121505109280224,0.16855193975593769,0.469531194342495,Wednesday,TEC8,#1 cluster
1012,Santigs67,iviangita,joining tec community call https youtu z53dnjksgck,Token Engineering Commons,praise,0.0439777603575628,0.013193328107268842,0.1832406681565117,0.121505109280224,0.16855193975593769,0.469531194342495,Friday,TEC15,#1 cluster
1013,Santigs67,markop,joining comms weekly call,Token Engineering Commons,praise,0.04498894424575327,0.011247236061438317,0.18745393435730526,0.11560936493490791,0.16037336066873709,0.4803271597318582,Tuesday,TEC1,#1 cluster
1014,Suga#8514,liviade,submitting mvv issue https tokenlog xyz commonsbuild tokenlog softgov,Token Engineering Commons,praise,0.04317020765549942,0.010792551913874855,0.35975173046249515,0.1519296599676526,0.21075688953649604,0.22359896046398195,Monday,TEC3,#1 cluster
1015,Suga#8514,JuankBell,helping maintain lit inner fire motivation inspiration humbleness one us,Token Engineering Commons,praise,0.121513342358996,0.0121513342358996,0.20252223726499333,0.17261349767381867,0.23944951813264415,0.25175007033364827,Saturday,TEC16,#1 cluster
1016,Suga#8514,liviade,engaging bot praise telegram,Telegram,te praise,0.027770188637940226,0.027770188637940226,0.23141823864950187,0.17818841210563907,0.24718304177622416,0.2876699301927545,Monday,TEC16,#1 cluster
1017,Suga#8514,iviangita,jumping onboarding really trying understand community helping much onboarding work nice onboarding session jess awesome 1 1s onboarding stuff awesome important,Token Engineering Commons,praise,0.02678628598026546,0.01339314299013273,0.3348285747533182,0.14557397771105865,0.2019402844911195,0.2774777340741055,Friday,TEC6,#1 cluster
1018,Suga#8514,zeptimusQ,1on1 get involved gather feedback community cool,Token Engineering Commons,praise,0.05977072994480899,0.014942682486202247,0.2490447081033708,0.15359453850879293,0.2130664098553697,0.30958093110145535,Tuesday,TEC15,#1 cluster
1019,Suga#8514,naynaysoo,great 1 1 leading onboarding initiatives great community,Token Engineering Commons,praise,0.05977072994480899,0.014942682486202247,0.2490447081033708,0.15359453850879293,0.2130664098553697,0.30958093110145535,Wednesday,TEC6,#1 cluster
1020,Suga#8514,liviade,engaging comments mvv issues,Token Engineering Commons,praise,0.04661265467044022,0.015537551556813406,0.25895919261355677,0.14954137519471597,0.2074438597468128,0.32190536621766086,Friday,TEC1,#1 cluster
1021,Suga#8514,JessicaZartler,learning dish praise,Telegram,te praise,0.03236349578800315,0.016181747894001574,0.26969579823335954,0.14515211850175072,0.20135508110513234,0.33525175847775274,Wednesday,TEC16,#1 cluster
1022,Suga#8514,liviade,suga tam2140 working onboarding journey specially suga joining enthusiasm quickly picking,Token Engineering Commons,praise,0.03236349578800315,0.016181747894001574,0.26969579823335954,0.14515211850175072,0.20135508110513234,0.33525175847775274,Tuesday,TEC6,#1 cluster
1023,Suga#8514,Tam2140,influence support personally whole community generally stronger together,Token Engineering Commons,praise,0.03236349578800315,0.016181747894001574,0.26969579823335954,0.14515211850175072,0.20135508110513234,0.33525175847775274,Friday,TEC15,#1 cluster
1024,Suga#8514,Tam2140,test driving onboarding journey tonight,Token Engineering Commons,praise,0.03236349578800315,0.016181747894001574,0.26969579823335954,0.14515211850175072,0.20135508110513234,0.33525175847775274,Tuesday,TEC6,#1 cluster
1025,Suga#8514,iviangita,dress rehearsal onboarding script,Token Engineering Commons,praise,0.03236349578800315,0.016181747894001574,0.26969579823335954,0.14515211850175072,0.20135508110513234,0.33525175847775274,Friday,TEC6,#1 cluster
1026,Suga#8514,chuygarcia92,amazing 1 1 session exciting ideas comms,Token Engineering Commons,praise,0.03530375317821222,0.01765187658910611,0.2353583545214148,0.14492971789926942,0.20104656696618567,0.36570973084581193,Tuesday,TEC1,#1 cluster
1027,Suga#8514,chuygarcia92,incredible ideas 1 1 sesh,Token Engineering Commons,praise,0.03530375317821222,0.01765187658910611,0.2353583545214148,0.14492971789926942,0.20104656696618567,0.36570973084581193,Thursday,TEC1,#1 cluster
1028,Suga#8514,iviangita,great call jake contributions onboarding great,Token Engineering Commons,praise,0.03530375317821222,0.01765187658910611,0.2353583545214148,0.14492971789926942,0.20104656696618567,0.36570973084581193,Friday,TEC6,#1 cluster
1029,Suga#8514,iviangita,inviting chuy great onboarding session aidan,Token Engineering Commons,praise,0.04087390918883297,0.020436954594416485,0.1703079549534707,0.14450839220558429,0.20046210372326945,0.42341068533442616,Friday,TEC6,#1 cluster
1030,Suga#8514,liviade,annamarieswan freedumbs00 natesuits juankbell mateodaza griff santigs suga zeptimus amwfund durgadas tam2140 chuygarcia92 joining soft gov always insightful spend time,Token Engineering Commons,praise,0.04460073799122919,0.013380221397368759,0.1858364082967883,0.12322631938374744,0.1709396031504647,0.4620167097804016,Tuesday,TEC2,#1 cluster
1031,Suga#8514,zeptimusQ,joining stewards meeting,Token Engineering Commons,praise,0.04460073799122919,0.013380221397368759,0.1858364082967883,0.12322631938374744,0.1709396031504647,0.4620167097804016,Wednesday,TEC8,#1 cluster
1032,Suga#8514,iviangita,joining tec community call https www youtube com watch v s8rqw7bf8gk,Token Engineering Commons,praise,0.04460073799122919,0.013380221397368759,0.1858364082967883,0.12322631938374744,0.1709396031504647,0.4620167097804016,Friday,TEC15,#1 cluster
1033,Suga#8514,vegayp,joining ama,Token Engineering Commons,praise,0.04460073799122919,0.013380221397368759,0.1858364082967883,0.12322631938374744,0.1709396031504647,0.4620167097804016,Wednesday,TEC1,#1 cluster
1034,Suga#8514,zeptimusQ,joining stewards call,Token Engineering Commons,praise,0.04460073799122919,0.013380221397368759,0.1858364082967883,0.12322631938374744,0.1709396031504647,0.4620167097804016,Wednesday,TEC8,#1 cluster
1035,Suga#8514,iviangita,joining tec community call https youtu z53dnjksgck,Token Engineering Commons,praise,0.04460073799122919,0.013380221397368759,0.1858364082967883,0.12322631938374744,0.1709396031504647,0.4620167097804016,Friday,TEC15,#1 cluster
1036,wslyvh,GriffGreen,pushing tokenlog forward,Telegram,commons stack,0.30065951864444335,0.004697804978819427,0.09395609957638852,0.236311682811489,0.32781166800791617,0.03656322598094344,Wednesday,TEC2,#5 cluster
1037,wslyvh,GriffGreen,quick response,Token Engineering Commons,soft gov,0.09603941796983048,0.019207883593966097,0.24009854492457616,0.19176621198344615,0.2660181715962008,0.18686976993198035,Tuesday,TEC1,#5 cluster
1038,wslyvh,Tam2140,quick fix tokenlog coordination repo,Token Engineering Commons,praise,0.12340315400176179,0.01234031540017618,0.20567192333626963,0.17529803413104794,0.24317350825946357,0.2401130648712809,Monday,TEC5,#1 cluster
1039,wslyvh,iviangita,working hard tokenlog bugs,Token Engineering Commons,praise,0.033037243856957145,0.016518621928478572,0.2753103654746428,0.1481739168941663,0.20554692113246792,0.3214129307132873,Friday,TEC5,#1 cluster
1040,wslyvh,liviade,quick responsive fixing tokenlog bugs,Token Engineering Commons,praise,0.06496307222608358,0.009744460833912538,0.2706794676086816,0.1418424851259695,0.19676395623203263,0.3160065579733201,Monday,TEC5,#1 cluster
1041,wslyvh,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.03224897766696265,0.008062244416740662,0.13437074027901103,0.08287111178941504,0.1149588418342853,0.6274880840135854,Friday,TEC1,#1 cluster
1042,cranders71,iviangita,work blog post,Token Engineering Commons,praise,0.10766939843591791,0.010766939843591792,0.26917349608979474,0.17339607815715882,0.24053511406535527,0.19845897340818144,Friday,TEC1,#1 cluster
1043,cranders71,Tam2140,thoughtfulness care work collaborations,Token Engineering Commons,praise,0.12498461344568867,0.012498461344568867,0.20830768907614777,0.17754454666000977,0.24628987140480318,0.23037481806878177,Tuesday,TEC16,#1 cluster
1044,cranders71,iviangita,together person,Token Engineering Commons,praise,0.025809695411503512,0.019357271558627636,0.32262119264379385,0.16519199670243975,0.2291544088547492,0.23786543482888597,Friday,TEC2,#1 cluster
1045,cranders71,Tam2140,tying together blog post smart informative fun read another masterpiece maestro,Token Engineering Commons,praise,0.02763215933116327,0.013816079665581635,0.34540199163954083,0.1501709997999252,0.20831727550994186,0.25466149405384725,Wednesday,TEC1,#1 cluster
1046,cranders71,GriffGreen,great user testing hatch configuration dashboard lot qa work still,Commons Stack,praise,0.061884302099483084,0.015471075524870771,0.2578512587478462,0.15902584476859538,0.22060072023408708,0.28516679862511757,Monday,TEC6,#1 cluster
1047,cranders71,iviangita,helping nate form seo approach,Token Engineering Commons,praise,0.061884302099483084,0.015471075524870771,0.2578512587478462,0.15902584476859538,0.22060072023408708,0.28516679862511757,Friday,TEC1,#1 cluster
1048,cranders71,Tam2140,influence support personally whole community generally stronger together,Token Engineering Commons,praise,0.03360645282805081,0.016803226414025405,0.28005377356709005,0.1507268514895407,0.20908835309924637,0.30972134260204665,Friday,TEC15,#1 cluster
1049,cranders71,iviangita,awesome stewards community,Token Engineering Commons,praise,0.03360645282805081,0.016803226414025405,0.28005377356709005,0.1507268514895407,0.20908835309924637,0.30972134260204665,Friday,TEC8,#1 cluster
1050,cranders71,iviangita,latest chats suga,Token Engineering Commons,praise,0.03678799624444711,0.018393998122223556,0.24525330829631406,0.1510228640811356,0.20949898196873698,0.3390428512871428,Friday,TEC1,#1 cluster
1051,cranders71,Tam2140,silky smooth spring planning session,Token Engineering Commons,stewards,0.039779702037194525,0.011933910611158359,0.2651980135812968,0.1325710139809974,0.18390256749608774,0.3666147922932651,Friday,TEC2,#1 cluster
1052,cranders71,iviangita,attending weekly legal call,Token Engineering Commons,praise,0.045893841438124895,0.016062844503343717,0.1912243393255204,0.13566330345862926,0.18819219279869392,0.4229634784756878,Friday,TEC4,#1 cluster
1053,cranders71,zeptimusQ,zeptimus gabi joining commons swarm weekly sync,Token Engineering Commons,praise,0.046996162326259014,0.014098848697877706,0.19581734302607923,0.12984458036916058,0.1801204576306638,0.4331226079499597,Monday,TEC5,#1 cluster
1054,cranders71,liviade,annamarieswan freedumbs00 natesuits juankbell mateodaza griff santigs suga zeptimus amwfund durgadas tam2140 chuygarcia92 joining soft gov always insightful spend time,Token Engineering Commons,praise,0.046996162326259014,0.014098848697877706,0.19581734302607923,0.12984458036916058,0.1801204576306638,0.4331226079499597,Tuesday,TEC2,#1 cluster
1055,cranders71,vegayp,griff juankbell tam2140 metaverde freedumbs00 liviade natesuits vyvy vi zeptimus rodbot2 amwfund octopus joining hatch outreach call thank much one biggest calls,Token Engineering Commons,praise,0.046996162326259014,0.014098848697877706,0.19581734302607923,0.12984458036916058,0.1801204576306638,0.4331226079499597,Wednesday,TEC6,#1 cluster
1056,cranders71,zeptimusQ,joining stewards meeting,Token Engineering Commons,praise,0.046996162326259014,0.014098848697877706,0.19581734302607923,0.12984458036916058,0.1801204576306638,0.4331226079499597,Wednesday,TEC8,#1 cluster
1057,cranders71,zeptimusQ,joining restrospective meeting,Token Engineering Commons,praise,0.046996162326259014,0.014098848697877706,0.19581734302607923,0.12984458036916058,0.1801204576306638,0.4331226079499597,Thursday,TEC2,#1 cluster
1058,cranders71,iviangita,joining tec community call https www youtube com watch v s8rqw7bf8gk,Token Engineering Commons,praise,0.046996162326259014,0.014098848697877706,0.19581734302607923,0.12984458036916058,0.1801204576306638,0.4331226079499597,Friday,TEC15,#1 cluster
1059,cranders71,markop,attending comms wg weekly call,Token Engineering Commons,praise,0.046996162326259014,0.014098848697877706,0.19581734302607923,0.12984458036916058,0.1801204576306638,0.4331226079499597,Tuesday,TEC1,#1 cluster
1060,cranders71,zeptimusQ,joining stewards call,Token Engineering Commons,praise,0.046996162326259014,0.014098848697877706,0.19581734302607923,0.12984458036916058,0.1801204576306638,0.4331226079499597,Wednesday,TEC8,#1 cluster
1061,cranders71,iviangita,joining tec community call https youtu z53dnjksgck,Token Engineering Commons,praise,0.046996162326259014,0.014098848697877706,0.19581734302607923,0.12984458036916058,0.1801204576306638,0.4331226079499597,Friday,TEC15,#1 cluster
1062,cranders71,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.033351812933752854,0.008337953233438214,0.13896588722397024,0.08570509882687417,0.11889014986871294,0.6147490979132516,Friday,TEC1,#1 cluster
1063,cranders71,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.033351812933752854,0.008337953233438214,0.13896588722397024,0.08570509882687417,0.11889014986871294,0.6147490979132516,Friday,TEC1,#1 cluster
1064,cranders71,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.033351812933752854,0.008337953233438214,0.13896588722397024,0.08570509882687417,0.11889014986871294,0.6147490979132516,Friday,TEC1,#1 cluster
1065,cranders71,vegayp,griff juankbell tam2140 metaverde freedumbs00 liviade natesuits vyvy vi zeptimus rodbot2 amwfund octopus joining hatch outreach call thank much one biggest calls,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.0,1.0,Wednesday,TEC6,#6 cluster
1066,iviangita,GriffGreen,defying odds getting praise quant done,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Saturday,TEC16,#7 cluster
1067,iviangita,ddan#2489,updating usernames help praise system,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Monday,TEC16,#7 cluster
1068,iviangita,iviangita,attending transparency call today,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Monday,TEC10,#7 cluster
1069,iviangita,JuankBell,present transparency call today,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Tuesday,TEC10,#7 cluster
1070,iviangita,markop,joining comms weekly call,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Tuesday,TEC1,#7 cluster
1071,iviangita,zeptimusQ,joining stewards meeting,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Wednesday,TEC8,#7 cluster
1072,iviangita,Tam2140,influence support personally whole community generally stronger together,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Friday,TEC15,#7 cluster
1073,iviangita,Santigs67,joining todays legal wg call,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Friday,TEC4,#7 cluster
1074,iviangita,knobsDAO,great job documenting process cslove comms taking forward,Commons Stack,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Monday,TEC1,#7 cluster
1075,iviangita,Tam2140,best team ever worked,Commons Stack,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Monday,TEC2,#7 cluster
1076,iviangita,naynaysoo,great seo call,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Monday,TEC1,#7 cluster
1077,iviangita,Tam2140,testing apostrophes,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Tuesday,TEC9,#7 cluster
1078,iviangita,Suga#8514,introduction offering help,Commons Stack,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Wednesday,TEC1,#7 cluster
1079,iviangita,zeptimusQ,updating community agenda every week coordinating transition slides,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Thursday,TEC15,#7 cluster
1080,iviangita,liviade,proactive scheduling drafting sharing relevant tweets,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Thursday,TEC1,#7 cluster
1081,iviangita,iviangita,transparency work audits super cool everything recordings proactive,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Friday,TEC10,#7 cluster
1082,iviangita,iviangita,awesome stewards community,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Friday,TEC8,#7 cluster
1083,iviangita,iviangita,meeting suga week,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Friday,TEC2,#7 cluster
1084,iviangita,iviangita,helping nate form seo approach,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Friday,TEC1,#7 cluster
1085,iviangita,iviangita,attending weekly legal call,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Friday,TEC4,#7 cluster
1086,iviangita,liviade,comms progress every week,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Friday,TEC1,#7 cluster
1087,iviangita,naynaysoo,awesome seo hack session,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Friday,TEC1,#7 cluster
1088,iviangita,JuankBell,helping maintain lit inner fire motivation inspiration humbleness one us,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Saturday,TEC16,#7 cluster
1089,iviangita,zeptimusQ,praise quant real heroes,Telegram,te praise,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Saturday,TEC16,#7 cluster
1090,iviangita,GriffGreen,making easy dish praise heroes helped us sow seeds trust sprint 12 https www youtube com watch v yx59yaxyp1m,Telegram,commons stack,0.0,0.0,0.0,0.0,0.4970458240585404,0.5029541759414596,Wednesday,TEC10,#7 cluster
