,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,tags
0,zeptimusQ,Tam2140,for hosting this kicking params party! ,Token Engineering Commons,2021-05-07,🙏praise,10000.0,100.0,200.0,0.001962709626,2.355251551,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC3
1,zeptimusQ,iviangita,for hosting and leading a lot of params parties ,Token Engineering Commons,2021-05-07,🙏praise,10000.0,100.0,100.0,0.001662949434,1.995539321,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC3
2,zeptimusQ,JuankBell,for testing and deploying the bot to record and display our meetings! ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,200.0,200.0,0.001342393283,1.61087194,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC7
3,zeptimusQ,iviangita,for the huge success of the MVV process ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC6
4,zeptimusQ,iviangita,"for his awesome work on the recorder bot, for all the help he is doing with the documentation, for always being there and getting those recordings going, pushing the Transparency WG, and being such a good personality ",Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC10
5,zeptimusQ,Tam2140,for taking care of Ivy's access to Twitter DMs!! ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC9
6,zeptimusQ,GriffGreen,and the many other community members that did user testing over the last month to slowly but surely make this project something we can be proud to release! ,Token Engineering Commons,2021-05-03,🎫general,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,general,Token Engineering Commons:general,TEC15
7,zeptimusQ,Tam2140,"for keeping the Stewards, and all Working Groups, transparent. The Stewards audit is on the Forum. ",Token Engineering Commons,2021-05-06,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC8
8,zeptimusQ,iviangita,for all the awesome MEMES! ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC1
9,zeptimusQ,cranders71,"for attending the 1Hive TEC Hatch Params Party, and to the 9 individuals in attendance but not in the Praise channel, help them join us here. ",Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC16
10,zeptimusQ,iviangita,for being thoughtful and taking the time to guide me in the TEC Hatch Config Dashboard 🙏🏼 😊 ,Token Engineering Commons,2021-04-26,🙏praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC15
11,zeptimusQ,iviangita,for being present in the Transparency sync call today ,Token Engineering Commons,2021-04-26,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC10
12,zeptimusQ,JuankBell,for an improv hack session on designs and illustrations for the Hatch and for Gravity ,Token Engineering Commons,2021-04-26,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC6
13,zeptimusQ,solsista,"for joining the <#810180622634844202> bi-weekly call, with their diverse backgrounds - already creating a perfect focus group 😄 to start our research from, and making time for not just 1 but 2 work sessions until our next call ",Token Engineering Commons,2021-04-28,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC8
14,zeptimusQ,Tam2140,for a highly productive Community Stewards call.🌾 ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC15
15,zeptimusQ,iviangita,for their amazing ideas in transparency ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC10
16,zeptimusQ,iviangita,for all the things they are doing that Suga does not see ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC1
17,zeptimusQ,iviangita,for being an active piece of SoftGov and making it better every time ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC6
18,zeptimusQ,iviangita,for joining Santi in this other project he is launching around art ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC8
19,zeptimusQ,zeptimusQ,for joinimc community call https://youtu.be/fvlttUshrbg its the ugly dude getting the recording 🤭 ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC15
20,zeptimusQ,zeptimusQ,"for yesterday restrospective meeting, what an awesome sprint⚡ ",Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC2
21,zeptimusQ,GriffGreen,for the AMAZING MEMES this week!!! ,Token Engineering Commons,2021-05-03,🍄memes,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,memes,Token Engineering Commons:memes,TEC3
22,zeptimusQ,iviangita,"for the transparency work he is doing in the background, for answering Manu s questions all the time, and for being always present ",Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC10
23,zeptimusQ,iviangita,for being awesome people who have interacted with Juan recently because having conversations with you are amazing ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC17
24,zeptimusQ,sembrestels,for coming to the hatch dashboard party today ,Token Engineering Commons,2021-05-04,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC6
25,zeptimusQ,Tam2140,for joining the Community Stewards sync yesterday. ,Token Engineering Commons,2021-05-06,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC15
26,zeptimusQ,iviangita,for joining the Legal WG in the past weeks and we have dealt with the legal issues ahead of time ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC4
27,zeptimusQ,iviangita,for joining the Legal weekly sync ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC4
28,zeptimusQ,zeptimusQ,for joining Common Swarm weekly sync ⚡ ,Token Engineering Commons,2021-05-03,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC5
29,zeptimusQ,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,2021-05-04,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC4
30,zeptimusQ,iviangita,for joining the Legal weekly call ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC4
31,zeptimusQ,markop,for attending the Comms Call. ,Token Engineering Commons,2021-04-27,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC1
32,zeptimusQ,zeptimusQ,for joining Common Swarm yesterday ,Token Engineering Commons,2021-04-27,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC5
33,zeptimusQ,liviade,for joining the soft gov call yesterday! ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC2
34,zeptimusQ,vegayp,for joining Hatch Outreach call! ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC6
35,zeptimusQ,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-05-08,TE Praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,TE Praise,Telegram:TE Praise,TEC15
36,zeptimusQ,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0 ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,TEC15
