,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,tags
1990,metaverde,JuankBell,"for sharing some fun time in today's Gravity wg. All our personal missions, visions and values should be represented by the TEC's mission, vision & values.",Token Engineering Commons,2021-04-01,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC16
1991,metaverde,Tam2140,to for an epic retrospective to an epic Sprint 6!,Token Engineering Commons,2021-04-01,🙏praise,,100.0,50.0,0.001079752892,1.241715826,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
1992,metaverde,markop,to for bringing to TEC.,Token Engineering Commons,2021-04-02,🙏praise,,150.0,100.0,0.001797920595,2.067608684,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
1993,metaverde,Vyvy-vi#5040,for introducing me to TEC and helping me onboard,Token Engineering Commons,2021-04-02,🙏praise,,100.0,100.0,0.001436335405,1.651785716,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
1994,metaverde,Tam2140,to for mission vision value tokenlog waterfall Griff's land in S. America sprint planning session,Token Engineering Commons,2021-04-02,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC5
1995,metaverde,GriffGreen,to for helping our community understand impact hours,Token Engineering Commons,2021-04-04,🙏praise,,150.0,100.0,0.001797920595,2.067608684,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
1996,metaverde,GriffGreen,for offering to help onboard hatchers and being cool with moving over to the Project Swat team,Token Engineering Commons,2021-04-04,🙏praise,,100.0,100.0,0.001436335405,1.651785716,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC8
1997,metaverde,JuankBell,for looking super cozy during the Hatcher Outreach session 😄,Token Engineering Commons,2021-04-07,🙏praise,,200.0,80.0,0.002016872779,2.319403696,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC6
1998,metaverde,metaverde,for speaking up No new meetings. 😆,Token Engineering Commons,2021-04-07,🙏praise,,100.0,100.0,0.001436335405,1.651785716,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC4
1999,metaverde,zeptimusQ,for joining Hatchers outreach weekly sync 😄,Token Engineering Commons,2021-04-07,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC6
2000,metaverde,iviangita,for their contributions in the SWAT team,Token Engineering Commons,2021-04-09,🙏praise,,80.0,100.0,0.00129170133,1.485456529,18.14589512,metaverde,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC14
2001,kristoferkristofer ,GriffGreen,their amazing work on the Swiss Membership DApp (soon to be the Trusted Seed Dashboard) the most recent PR to remove the Pending Score box and make other small improvements is just delicious.,Telegram,2021-04-01,Commons Stack,,100.0,150.0,0.001792917919,2.061855606,16.01311652,kristoferkristofer,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC5
2002,cranders71,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-27,Commons Stack,,20.0,25.0,0.0003229253324,0.3713641322,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC15
2003,cranders71,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-03-27,TE Praise,,20.0,15.0,0.0002516088297,0.2893501542,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC15
2004,cranders71,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-09,Commons Stack,,20.0,25.0,0.0003229253324,0.3713641322,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC15
2005,cranders71,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-09,TE Praise,,20.0,25.0,0.0003229253324,0.3713641322,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC15
2006,cranders71,Tam2140,to for the excellent last blog post (I'm catching up on my praise) and improving the new process to get it done,Token Engineering Commons,2021-04-01,🙏praise,,100.0,200.0,0.002149500432,2.471925496,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC16
2007,cranders71,iviangita,because new people are coming and this is possible because of the stewards amazing work,Token Engineering Commons,2021-04-02,🙏praise,,150.0,100.0,0.001797920595,2.067608684,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC8
2008,cranders71,JuankBell,for every interaction we have had in this past weeks. Thanks for your presence and support.,Token Engineering Commons,2021-04-05,🙏praise,,100.0,80.0,0.0012937024,1.48775776,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC4
2009,cranders71,zeptimusQ,for joining common swarm with an awesome energy⚡,Token Engineering Commons,2021-04-05,🙏praise,,50.0,50.0,0.0007181677027,0.8258928581,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC5
2010,cranders71,markop,to for joining the Comms Weekly call.,Token Engineering Commons,2021-04-06,🙏praise,,50.0,50.0,0.0007181677027,0.8258928581,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC6
2011,cranders71,zeptimusQ,for the harchers outreach milestone +77 soft commitments,Token Engineering Commons,2021-04-07,🙏praise,,200.0,200.0,0.002872670811,3.303571432,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC6
2012,cranders71,zeptimusQ,for joining the stewards meeting ⚡,Token Engineering Commons,2021-04-07,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC8
2013,cranders71,zeptimusQ,for joining Hatchers outreach weekly sync 😄,Token Engineering Commons,2021-04-07,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC6
2014,cranders71,iviangita,for working on the Glossary few months ago,Token Engineering Commons,2021-04-09,🙏praise,,150.0,200.0,0.002511085621,2.887748464,17.62964833,cranders71,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC8
2015,ddan#2489,liviade,"@chuygarcia92🐝, @ddan, for joining the AMA call :D",Token Engineering Commons,2021-03-31,🙏praise,,60.0,50.0,0.0007904847406,0.9090574516,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
2016,kristoferkristofer ,iviangita,brainstorming the next version of Swiss Dapp,Telegram,2021-04-02,TE Praise,,100.0,150.0,0.001792917919,2.061855606,16.01311652,kristoferkristofer,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC5
2017,kristoferkristofer ,JessicaZartler,porting our website to Netlify - awesome work thank you Kris!!!!,Telegram,2021-04-09,TE Praise,,200.0,200.0,0.002872670811,3.303571432,16.01311652,kristoferkristofer,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC4
2018,kristoferkristofer ,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-09,Commons Stack,,20.0,25.0,0.0003229253324,0.3713641322,16.01311652,kristoferkristofer,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC15
2019,kristoferkristofer ,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-09,TE Praise,,20.0,25.0,0.0003229253324,0.3713641322,16.01311652,kristoferkristofer,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC15
2020,kristoferkristofer ,Tam2140,to for taking on new issues and being so considerate and thoughtful in your approach,Token Engineering Commons,2021-04-01,🙏praise,,100.0,100.0,0.001436335405,1.651785716,16.01311652,kristoferkristofer,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC6
2021,kristoferkristofer ,GriffGreen,for the amazing dev work keeping the swiss membership app working great!,Commons Stack,2021-04-05,🙌praise,,100.0,100.0,0.001436335405,1.651785716,16.01311652,kristoferkristofer,-,Juank,Ivy,#15 Apr 9,,,,praise,Commons Stack:praise,TEC5
2022,kristoferkristofer ,Krisjones,"for his work implementing the TEC website in a netlify build, and for his patience with me while we configured the DNS. The site is live now at https://tecommons.org",Token Engineering Commons,2021-04-08,🙏praise,,100.0,150.0,0.001792917919,2.061855606,16.01311652,kristoferkristofer,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC2
2023,kristoferkristofer ,iviangita,because his contributions in a very short amount of time is awesome and for all of his work in the website such as redirecting the URL,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,16.01311652,kristoferkristofer,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC1
2024,kristoferkristofer ,iviangita,for joining the TEC Community Call 🙌 https://www.youtube.com/watch?v=ehhAVtQhLAs,Token Engineering Commons,2021-04-09,🙏praise,,50.0,50.0,0.0007181677027,0.8258928581,16.01311652,kristoferkristofer,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
2025,shawn_westrick,Santigs67,for attending this week Legal WG,Token Engineering Commons,2021-04-02,🏛legal,,100.0,100.0,0.001436335405,1.651785716,12.31788505,shawn_westrick,-,Juank,Ivy,#15 Apr 9,,,,legal,Token Engineering Commons:legal,TEC4
2026,ddan#2489,JuankBell,"for taking time to brainstorm on the Gravity survey! I'm sure we will do a great tool to gather information for the purpose of identifying feelings, needs and requests related to conflict management in Decentralized communities",Token Engineering Commons,2021-03-31,🙏praise,,100.0,100.0,0.001436335405,1.651785716,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
2027,ddan#2489,zeptimusQ,for carrying the flag with the gravity survey,Token Engineering Commons,2021-03-31,🙏praise,,150.0,150.0,0.002154503108,2.477678574,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
2028,ddan#2489,JuankBell,"for sharing some fun time in today's Gravity wg. All our personal missions, visions and values should be represented by the TEC's mission, vision & values.",Token Engineering Commons,2021-04-01,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
2029,ddan#2489,iviangita,for the Gravity survey,Token Engineering Commons,2021-04-02,🙏praise,,100.0,100.0,0.001436335405,1.651785716,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
2030,ddan#2489,iviangita,for a great call with Chuy,Token Engineering Commons,2021-04-02,🙏praise,,100.0,80.0,0.0012937024,1.48775776,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC4
2031,ddan#2489,iviangita,for taking the flag of the Gravity survey,Token Engineering Commons,2021-04-02,🙏praise,,100.0,100.0,0.001436335405,1.651785716,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
2032,ddan#2489,JuankBell,for every interaction we have had in this past weeks. Thanks for your presence and support.,Token Engineering Commons,2021-04-05,🙏praise,,100.0,80.0,0.0012937024,1.48775776,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC4
2033,ddan#2489,JuankBell,for joining an improvised hack session on MVV's & some topics of Gravity,Token Engineering Commons,2021-04-06,🙏praise,,80.0,100.0,0.00129170133,1.485456529,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
2034,ddan#2489,iviangita,for helping in the Gravity survey,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
2035,ddan#2489,iviangita,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Token Engineering Commons,2021-04-09,🙏praise,,20.0,25.0,0.0003229253324,0.3713641322,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC5
2036,MerlinEgalite,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-27,Commons Stack,,20.0,25.0,0.0003229253324,0.3713641322,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC15
2037,shawn_westrick,Santigs67,for working in the first areas of the proposal terms document,Token Engineering Commons,2021-04-02,🏛legal,,200.0,200.0,0.002872670811,3.303571432,12.31788505,shawn_westrick,-,Juank,Ivy,#15 Apr 9,,,,legal,Token Engineering Commons:legal,TEC6
2038,shawn_westrick,JuankBell,for every interaction we have had in this past weeks. Thanks for your presence and support.,Token Engineering Commons,2021-04-05,🙏praise,,200.0,80.0,0.002016872779,2.319403696,12.31788505,shawn_westrick,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC4
2039,shawn_westrick,iviangita,for helping in the Gravity survey,Token Engineering Commons,2021-04-09,🙏praise,,150.0,100.0,0.001797920595,2.067608684,12.31788505,shawn_westrick,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
2040,shawn_westrick,iviangita,for always making time for Legal calls,Token Engineering Commons,2021-04-09,🙏praise,,100.0,80.0,0.0012937024,1.48775776,12.31788505,shawn_westrick,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC4
2041,shawn_westrick,iviangita,for attending the Legal weekly sync,Token Engineering Commons,2021-04-09,🙏praise,,100.0,80.0,0.0012937024,1.48775776,12.31788505,shawn_westrick,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC4
2042,Mount Manu#3530,markop,to for joining the Comms Weekly call.,Token Engineering Commons,2021-04-06,🙏praise,,50.0,50.0,0.0007181677027,0.8258928581,10.6147368,Mount Manu#3530,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC1
2043,MerlinEgalite,Laurenluz,being the first reviewer on Part 1 of the commons simulator deep dive blog post,Telegram,2021-03-29,CS dDEV Team,,100.0,80.0,0.0012937024,1.48775776,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,CS dDEV Team,Telegram:CS dDEV Team,TEC5
2044,MerlinEgalite,GriffGreen,joining our Commons Stack Simulator sync & continuing to improve the game!,Telegram,2021-03-31,CS dDEV Team,,50.0,50.0,0.0007181677027,0.8258928581,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,CS dDEV Team,Telegram:CS dDEV Team,TEC5
2045,MerlinEgalite,GriffGreen,their amazing work on the Swiss Membership DApp (soon to be the Trusted Seed Dashboard) the most recent PR to remove the Pending Score box and make other small improvements is just delicious.,Telegram,2021-04-01,Commons Stack,,100.0,150.0,0.001792917919,2.061855606,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC5
2046,MerlinEgalite,iviangita,brainstorming the next version of Swiss Dapp,Telegram,2021-04-02,TE Praise,,100.0,100.0,0.001436335405,1.651785716,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC5
2047,MerlinEgalite,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-02,Commons Stack,,20.0,15.0,0.0002516088297,0.2893501542,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC15
2048,MerlinEgalite,GriffGreen,joining our Commons Stack Simulator sync & continuing to improve the game!,Telegram,2021-04-07,CS dDEV Team,,60.0,50.0,0.0007904847406,0.9090574516,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,CS dDEV Team,Telegram:CS dDEV Team,TEC5
2049,MerlinEgalite,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-09,Commons Stack,,20.0,25.0,0.0003229253324,0.3713641322,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC15
2050,MerlinEgalite,iviangita,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Token Engineering Commons,2021-04-03,🙏praise,,60.0,40.0,0.0007191682379,0.8270434736,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
2051,MerlinEgalite,Tam2140,"for this beautiful blog post, a perfect Saturday morning read. https://medium.com/commonsstack/the-magic-behind-the-commons-simulator-part-1-game-flow-8fa2bed8437b",Commons Stack,2021-04-03,🙌praise,,100.0,100.0,0.001436335405,1.651785716,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,praise,Commons Stack:praise,TEC4
2052,MerlinEgalite,GriffGreen,for the amazing dev work keeping the swiss membership app working great!,Commons Stack,2021-04-05,🙌praise,,100.0,100.0,0.001436335405,1.651785716,12.09904272,MerlinEgalite,-,Juank,Ivy,#15 Apr 9,,,,praise,Commons Stack:praise,TEC5
2053,Mount Manu#3530,JuankBell,for joining an improvised hack session on MVV's & some topics of Gravity,Token Engineering Commons,2021-04-06,🙏praise,,80.0,100.0,0.00129170133,1.485456529,10.6147368,Mount Manu#3530,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
2054,Mount Manu#3530,zeptimusQ,for joining soft gov and sharing his inputs on MVV ✨,Token Engineering Commons,2021-04-06,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,10.6147368,Mount Manu#3530,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC2
2055,Mount Manu#3530,iviangita,for joining the Transparency working sesh 😄,Token Engineering Commons,2021-04-07,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,10.6147368,Mount Manu#3530,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC10
2056,Mount Manu#3530,AnnaMarieSwan#8824,For being so welcoming!,Token Engineering Commons,2021-04-07,🙏praise,,70.0,75.0,0.001041093035,1.19725699,10.6147368,Mount Manu#3530,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC16
2057,Mount Manu#3530,zeptimusQ,for joining Hatchers outreach weekly sync 😄,Token Engineering Commons,2021-04-07,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,10.6147368,Mount Manu#3530,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC6
2058,Mount Manu#3530,iviangita,for syncing with Eduardo and giving his effort to help and for supporting Comms and stepping in to do the community video,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,10.6147368,Mount Manu#3530,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
2059,Mount Manu#3530,iviangita,for joining the TEC Community Call 🙌 https://www.youtube.com/watch?v=ehhAVtQhLAs,Token Engineering Commons,2021-04-09,🙏praise,,50.0,50.0,0.0007181677027,0.8258928581,10.6147368,Mount Manu#3530,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
2060,Mount Manu#3530,Tam2140,"for making time despite the timezone diff to sync up on the details of the hatch phases and how he can make the infographic more dynamic, like his conversation. 🙂",Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,10.6147368,Mount Manu#3530,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC6
2061,GriffGreen,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-27,Commons Stack,,20.0,15.0,0.0002516088297,0.2893501542,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC15
2062,GriffGreen,GriffGreen,joining our Commons Stack Simulator sync & continuing to improve the game!,Telegram,2021-03-31,CS dDEV Team,,50.0,50.0,0.0007181677027,0.8258928581,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,CS dDEV Team,Telegram:CS dDEV Team,TEC5
2063,GriffGreen,iviangita,"helping with all the projects, TEC Hatch frontend and templates",Telegram,2021-04-02,TE Praise,,60.0,80.0,0.001004434248,1.155099386,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC15
2064,GriffGreen,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-02,Commons Stack,,20.0,15.0,0.0002516088297,0.2893501542,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC15
2065,GriffGreen,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-03,TE Praise,,20.0,25.0,0.0003229253324,0.3713641322,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC15
2066,GriffGreen,GriffGreen,joining our Commons Stack Simulator sync & continuing to improve the game!,Telegram,2021-04-07,CS dDEV Team,,60.0,50.0,0.0007904847406,0.9090574516,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,CS dDEV Team,Telegram:CS dDEV Team,TEC5
2067,GriffGreen,iviangita,they are getting us to the Hatch and for handling all the applications for the hatchers,Telegram,2021-04-09,TE Praise,,70.0,75.0,0.001041093035,1.19725699,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC6
2068,GriffGreen,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-09,Commons Stack,,20.0,25.0,0.0003229253324,0.3713641322,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,TEC15
2069,GriffGreen,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-09,TE Praise,,20.0,25.0,0.0003229253324,0.3713641322,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC15
2070,GriffGreen,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-04-09,TE Praise,,40.0,40.0,0.0005745341621,0.6607142865,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,TEC5
2071,GriffGreen,GriffGreen,for clarifying praise to the CS Team,Token Engineering Commons,2021-03-29,🙏praise,,100.0,100.0,0.001436335405,1.651785716,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC16
2072,GriffGreen,solsista,"to for joining the WG 0Mega, finalizing the community survey",Token Engineering Commons,2021-03-31,🙏praise,,100.0,80.0,0.0012937024,1.48775776,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
2073,GriffGreen,liviade,"@santigs, @Juankbell, @mateodaza, @griff, @natesuits, @chuygarcia92🐝,@Zeptimus, @Tam2140, @durgadas, @Suga, for joining soft gov yesterday 💛",Token Engineering Commons,2021-03-31,🙏praise,,60.0,50.0,0.0007904847406,0.9090574516,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC2
2074,GriffGreen,liviade,"@Zeptimus, @griff, for submitting MVV proposals to Tokenlog!",Token Engineering Commons,2021-03-31,🙏praise,,100.0,100.0,0.001436335405,1.651785716,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC12
2075,GriffGreen,zeptimusQ,"for watching transparency call and teach me some tricks to assing people on Zenhub, thanks again buddy ✨",Token Engineering Commons,2021-03-31,🙏praise,,100.0,100.0,0.001436335405,1.651785716,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC10
2076,GriffGreen,Tam2140,for being a constant source of inspiration and leadership,Token Engineering Commons,2021-04-01,🙏praise,,150.0,300.0,0.003224250648,3.707888245,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC7
2077,GriffGreen,JuankBell,"for sharing some fun time in today's Gravity wg. All our personal missions, visions and values should be represented by the TEC's mission, vision & values.",Token Engineering Commons,2021-04-01,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
2078,GriffGreen,Tam2140,to for an epic retrospective to an epic Sprint 6!,Token Engineering Commons,2021-04-01,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC17
2079,GriffGreen,iviangita,for awesome work on the Dashboard and videos,Token Engineering Commons,2021-04-02,🙏praise,,70.0,100.0,0.001219384292,1.402291935,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC13
2080,GriffGreen,iviangita,"for jumping in the article and helping Eduardo with that, for being so supportive in all our fronts and ready with solutions, and for all the things he brings to the community",Token Engineering Commons,2021-04-02,🙏praise,,100.0,300.0,0.002862665458,3.292065277,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,TEC15
