,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,tag
0,zeptimusQ,Tam2140,hosting kicking params party,Token Engineering Commons,2021-05-07,praise,10000.0,100.0,200.0,0.001962709626,2.355251551,39.04071991,TEC3
1,zeptimusQ,iviangita,hosting leading lot params parties,Token Engineering Commons,2021-05-07,praise,10000.0,100.0,100.0,0.001662949434,1.995539321,39.04071991,TEC3
2,zeptimusQ,JuankBell,testing deploying bot record display meetings,Token Engineering Commons,2021-04-28,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,39.04071991,TEC10
3,zeptimusQ,iviangita,huge success mvv process,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,39.04071991,TEC2
4,zeptimusQ,iviangita,awesome work recorder bot help documentation always getting recordings going pushing transparency wg good personality,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,39.04071991,TEC10
5,zeptimusQ,Tam2140,taking care ivy access twitter dms,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,TEC1
6,zeptimusQ,GriffGreen,many community members user testing last month slowly surely make project something proud release,Token Engineering Commons,2021-05-03,general,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,TEC8
7,zeptimusQ,Tam2140,keeping stewards working groups transparent stewards audit forum,Token Engineering Commons,2021-05-06,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,TEC8
8,zeptimusQ,iviangita,awesome memes,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,TEC1
9,zeptimusQ,cranders71,attending 1hive tec hatch params party individuals attendance praise channel help join us,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,39.04071991,TEC3
10,zeptimusQ,iviangita,thoughtful taking time guide tec hatch config dashboard,Token Engineering Commons,2021-04-26,praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,39.04071991,TEC6
11,zeptimusQ,iviangita,present transparency sync call today,Token Engineering Commons,2021-04-26,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC10
12,zeptimusQ,JuankBell,improv hack session designs illustrations hatch gravity,Token Engineering Commons,2021-04-26,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC6
13,zeptimusQ,solsista,joining 810180622634844202 bi weekly call diverse backgrounds already creating perfect focus group start research making time work sessions next call,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC2
14,zeptimusQ,Tam2140,highly productive community stewards call,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC8
15,zeptimusQ,iviangita,amazing ideas transparency,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC10
16,zeptimusQ,iviangita,things suga see,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC2
17,zeptimusQ,iviangita,active piece softgov making better every time,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC2
18,zeptimusQ,iviangita,joining santi project launching around art,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC8
19,zeptimusQ,zeptimusQ,joinimc community call https youtu fvlttushrbg ugly dude getting recording,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC10
20,zeptimusQ,zeptimusQ,yesterday restrospective meeting awesome sprint,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC2
21,zeptimusQ,GriffGreen,amazing memes week,Token Engineering Commons,2021-05-03,memes,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC1
22,zeptimusQ,iviangita,transparency work background answering manu questions time always present,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC10
23,zeptimusQ,iviangita,awesome people interacted juan recently conversations amazing,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,TEC1
24,zeptimusQ,sembrestels,coming hatch dashboard party today,Token Engineering Commons,2021-05-04,praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,39.04071991,TEC3
25,zeptimusQ,Tam2140,joining community stewards sync yesterday,Token Engineering Commons,2021-05-06,praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,39.04071991,TEC8
26,zeptimusQ,iviangita,joining legal wg past weeks dealt legal issues ahead time,Token Engineering Commons,2021-05-07,praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,39.04071991,TEC4
27,zeptimusQ,iviangita,joining legal weekly sync,Token Engineering Commons,2021-04-30,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,TEC4
28,zeptimusQ,zeptimusQ,joining common swarm weekly sync,Token Engineering Commons,2021-05-03,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,TEC5
29,zeptimusQ,chuygarcia92,joining comms wg call,Token Engineering Commons,2021-05-04,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,TEC1
30,zeptimusQ,iviangita,joining legal weekly call,Token Engineering Commons,2021-05-07,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,TEC4
31,zeptimusQ,markop,attending comms call,Token Engineering Commons,2021-04-27,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,TEC1
32,zeptimusQ,zeptimusQ,joining common swarm yesterday,Token Engineering Commons,2021-04-27,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,TEC5
33,zeptimusQ,liviade,joining soft gov call yesterday,Token Engineering Commons,2021-04-28,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,TEC2
34,zeptimusQ,vegayp,joining hatch outreach call,Token Engineering Commons,2021-04-28,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,TEC6
35,zeptimusQ,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,2021-05-08,te praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,39.04071991,TEC1
36,zeptimusQ,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,2021-05-07,praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,39.04071991,TEC15
37,zeptimusQ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-04-30,commons stack,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,TEC1
38,zeptimusQ,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-04-30,te praise,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,TEC1
39,zeptimusQ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-05-07,commons stack,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,TEC1
40,zeptimusQ,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-05-08,te praise,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,TEC1
41,solsista,iviangita,te academy kickoff,Telegram,2021-05-07,te praise,100000.0,400.0,100.0,0.01201621901,14.41946281,28.49199425,TEC7
42,solsista,Suga#8514,enlightening talk morning shifting paradigms bringing decentralized organization people greater good,Commons Stack,2021-04-30,praise,10000.0,300.0,100.0,0.002301427303,2.761712764,28.49199425,TEC2
43,solsista,iviangita,omega working group flowering something special necessary community awesome see,Token Engineering Commons,2021-04-30,praise,1000.0,500.0,100.0,0.002000349895,2.400419873,28.49199425,TEC7
44,solsista,ddan#2489,leading great session unexpectedly project hoping get work,Token Engineering Commons,2021-05-05,praise,1000.0,500.0,100.0,0.002000349895,2.400419873,28.49199425,TEC8
45,solsista,liviade,initiating new ecosystem value flows course te academy,Telegram,2021-05-03,commons stack,1500.0,400.0,100.0,0.001733308476,2.079970171,28.49199425,TEC4
46,solsista,iviangita,hosting bonfire chat token engineering,Token Engineering Commons,2021-04-30,praise,1000.0,400.0,100.0,0.00168111096,2.017333152,28.49199425,TEC1
47,solsista,iviangita,biweekly 0mega calls becoming one chuys favorite spaces tec,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,28.49199425,TEC15
48,solsista,iviangita,meeting eduardo proposals guidance process,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,28.49199425,TEC4
49,solsista,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,2021-05-08,te praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,28.49199425,TEC1
50,iviangita,iviangita,always translating praise managing cs twitter,Token Engineering Commons,2021-05-07,praise,100000.0,100.0,200.0,0.0113582624,13.62991488,23.87003435,TEC16
51,iviangita,ygganderson,sorting infinite praise today community call,Token Engineering Commons,2021-04-30,praise,30000.0,200.0,200.0,0.004369849176,5.243819012,23.87003435,TEC16
52,iviangita,Letty#5399,bot server hacking ivy already catching praise channel command glitch making count,Token Engineering Commons,2021-05-01,omega,20000.0,100.0,300.0,0.003306420126,3.967704151,23.87003435,TEC16
53,iviangita,markop,praise queen,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,500.0,0.002241673859,2.690008631,23.87003435,TEC16
54,iviangita,Vyvy-vi#5040,setting miro board sprint retrospectives,Token Engineering Commons,2021-04-30,praise,10000.0,150.0,200.0,0.002122329093,2.546794912,23.87003435,TEC10
55,iviangita,GriffGreen,always cleaning videos making praise,Telegram,2021-05-05,cs ddev team,10000.0,150.0,100.0,0.001822568901,2.187082682,23.87003435,TEC16
56,iviangita,iviangita,work behind scenes,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,23.87003435,TEC2
57,iviangita,iviangita,new deck community call,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,23.87003435,TEC15
58,iviangita,iviangita,really great commons stack comms organizing things within chaos,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,23.87003435,TEC1
59,iviangita,BlairV,comms help labs great co facilitator,Token Engineering Commons,2021-05-06,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,TEC1
60,iviangita,Tam2140,keeping stewards working groups transparent stewards audit forum,Token Engineering Commons,2021-05-06,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,TEC8
61,iviangita,iviangita,working apostrophe issue praise bot,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,TEC16
62,iviangita,Vyvy-vi#5040,working apostrophe issue praise bot,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,TEC16
63,iviangita,iviangita,present transparency sync call today,Token Engineering Commons,2021-04-26,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC10
64,iviangita,iviangita,amazing ideas transparency,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC10
65,iviangita,naynaysoo,attending seo hack session,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC1
66,iviangita,Krisjones,great team peers work,Commons Stack,2021-05-03,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC16
67,iviangita,Tam2140,airdropping cslove new members swiss membership today,Token Engineering Commons,2021-05-04,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC2
68,iviangita,iviangita,coordination proactive,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC14
69,iviangita,iviangita,awesome people interacted juan recently conversations amazing,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,TEC1
70,iviangita,iviangita,joining legal weekly sync,Token Engineering Commons,2021-04-30,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,23.87003435,TEC4
71,iviangita,chuygarcia92,joining comms wg call,Token Engineering Commons,2021-05-04,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,23.87003435,TEC1
72,iviangita,iviangita,joining legal weekly call,Token Engineering Commons,2021-05-07,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,23.87003435,TEC4
73,Suga#8514,cranders71,publishing token engineering commons hatch economy choice rapidly excellently,Token Engineering Commons,2021-05-07,praise,10000.0,150.0,300.0,0.002422089285,2.906507142,20.12199683,TEC5
74,Suga#8514,liviade,delightful blogpost https medium com token engineering commons economy choice v2 4f7c9fb42d99,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,20.12199683,TEC1
75,Suga#8514,iviangita,work around dashboard,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,300.0,0.001322914541,1.587497449,20.12199683,TEC1
76,Suga#8514,liviade,joining mvv runoff polishing session,Token Engineering Commons,2021-04-29,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,20.12199683,TEC2
77,Suga#8514,iviangita,outstanding momentum onboarding fresh eye perspective help onboarding nice 1on1s efforts onboarding writing editing everywhere,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,20.12199683,TEC6
78,Suga#8514,iviangita,getting ball rolling hatch campaigns,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,20.12199683,TEC6
79,Suga#8514,iviangita,attending tec community call https youtu fvlttushrbg,Token Engineering Commons,2021-04-30,praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,20.12199683,TEC15
80,Suga#8514,liviade,voting mvv sharing,Telegram,2021-04-27,te commons,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,TEC2
81,Suga#8514,markop,attending comms call,Token Engineering Commons,2021-04-27,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,TEC1
82,Suga#8514,liviade,joining soft gov call yesterday,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,TEC2
83,Suga#8514,iviangita,onboarding work blog post working right,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,TEC1
84,Suga#8514,iviangita,participating mvv polishing,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,TEC13
85,Suga#8514,iviangita,new web3 gave tam opportunity explain understanding,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,TEC2
86,Suga#8514,iviangita,motivating 1on1s,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,TEC17
87,Suga#8514,sembrestels,coming hatch dashboard party today,Token Engineering Commons,2021-05-04,praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,20.12199683,TEC3
88,Suga#8514,Tam2140,joining community stewards sync yesterday,Token Engineering Commons,2021-05-06,praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,20.12199683,TEC8
89,Suga#8514,chuygarcia92,joining comms wg call,Token Engineering Commons,2021-05-04,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,20.12199683,TEC1
90,Suga#8514,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,2021-05-07,praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,20.12199683,TEC15
91,ygganderson,iviangita,working d2d collaboration models,Telegram,2021-05-07,te praise,10000.0,300.0,100.0,0.002301427303,2.761712764,19.82437273,TEC14
92,ygganderson,GriffGreen,jake countless hours put building dashboard ready play,Token Engineering Commons,2021-05-03,general,1000.0,200.0,400.0,0.001941913667,2.3302964,19.82437273,TEC15
93,ygganderson,solsista,pushing software engineers edge te discord servers te ethics evangelist almost really really appreciate contributions engineering type bridges,Token Engineering Commons,2021-04-28,praise,10000.0,100.0,100.0,0.001662949434,1.995539321,19.82437273,TEC1
94,ygganderson,iviangita,tec hatch config dashboard looking cool amazing basically done dashboard awesome evolves time,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,19.82437273,TEC6
95,ygganderson,iviangita,working hatch dashboard used intuitive swift work love vyvy,Token Engineering Commons,2021-05-07,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,19.82437273,TEC6
96,ygganderson,iviangita,work dashboard,Token Engineering Commons,2021-05-07,praise,1000.0,150.0,200.0,0.001182773816,1.419328579,19.82437273,TEC1
97,ygganderson,iviangita,zep seeing call misses coming calls bringing new people close tec joining cadcad session helping lauren python issue cool hoodie,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,19.82437273,TEC15
98,ygganderson,solsista,joining 810180622634844202 bi weekly call diverse backgrounds already creating perfect focus group start research making time work sessions next call,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,TEC2
99,ygganderson,iviangita,cool params session,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,TEC3
100,ygganderson,iviangita,awesome people interacted juan recently conversations amazing,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,TEC1
101,ygganderson,iviangita,help cadcad bootcamp,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,TEC15
102,ygganderson,iviangita,cutting beard,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,TEC2
103,ygganderson,iviangita,attending tec community call https youtu fvlttushrbg,Token Engineering Commons,2021-04-30,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,19.82437273,TEC15
104,ygganderson,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,2021-05-07,praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,19.82437273,TEC15
105,ygganderson,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-04-30,commons stack,500.0,25.0,100.0,0.0004317674408,0.518120929,19.82437273,TEC1
106,ygganderson,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,2021-04-30,te praise,500.0,25.0,100.0,0.0004317674408,0.518120929,19.82437273,TEC1
107,AnnaMarieSwan#8824,iviangita,diving content editing fast review hatch dashboard document,Token Engineering Commons,2021-05-07,praise,30000.0,100.0,200.0,0.004050610242,4.86073229,19.08114174,TEC6
108,AnnaMarieSwan#8824,iviangita,amazing panel daos yesterday livia,Token Engineering Commons,2021-05-07,praise,20000.0,200.0,200.0,0.003325898868,3.991078642,19.08114174,TEC1
109,AnnaMarieSwan#8824,liviade,organizing enspiral dao panel jess pleasure participate,Commons Stack,2021-05-03,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,19.08114174,TEC1
110,AnnaMarieSwan#8824,jeffemmett,upcoming discussion dao governance https 17dmcreative com dao discussions,Commons Stack,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,19.08114174,TEC1
111,AnnaMarieSwan#8824,JessicaZartler,incredible job moderating dao commons panel morning inviting commons stack tec participate diversity inclusion mind,Commons Stack,2021-05-06,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,19.08114174,TEC5
112,AnnaMarieSwan#8824,liviade,taking contributors issue looking carefully,Commons Stack,2021-05-03,praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,19.08114174,TEC2
113,AnnaMarieSwan#8824,iviangita,active piece softgov making better every time,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.08114174,TEC2
114,AnnaMarieSwan#8824,chuygarcia92,great feedback hatch dashboard article,Token Engineering Commons,2021-05-05,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.08114174,TEC1
115,AnnaMarieSwan#8824,liviade,joining soft gov call yesterday,Token Engineering Commons,2021-04-28,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,19.08114174,TEC2
116,AnnaMarieSwan#8824,iviangita,leanne 9678 pronoia 2154 mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Commons Stack,2021-04-30,praise testing,500.0,25.0,100.0,0.0004317674408,0.518120929,19.08114174,TEC1
117,AnnaMarieSwan#8824,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Commons Stack,2021-04-30,praise,500.0,25.0,100.0,0.0004317674408,0.518120929,19.08114174,TEC1
118,AnnaMarieSwan#8824,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Token Engineering Commons,2021-04-30,praise,500.0,25.0,100.0,0.0004317674408,0.518120929,19.08114174,TEC1
119,AnnaMarieSwan#8824,iviangita,willszal 6405 mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Commons Stack,2021-05-07,praise testing,500.0,25.0,100.0,0.0004317674408,0.518120929,19.08114174,TEC1
120,AnnaMarieSwan#8824,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Commons Stack,2021-05-07,praise,500.0,25.0,100.0,0.0004317674408,0.518120929,19.08114174,TEC1
121,Santigs67,iviangita,making sourcecred better still super careful,Token Engineering Commons,2021-04-30,praise,1000.0,150.0,200.0,0.001182773816,1.419328579,18.56396279,TEC2
122,Santigs67,liviade,joining first sourcecred committee call creating issues next steps,Token Engineering Commons,2021-04-28,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,18.56396279,TEC2
123,Santigs67,iviangita,hot trot legal always pushing forward,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,18.56396279,TEC4
124,Santigs67,iviangita,meeting sem person meeting away keyboard makes community solid,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,100.0,0.001042633091,1.25115971,18.56396279,TEC15
125,Santigs67,iviangita,always around,Token Engineering Commons,2021-04-30,praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,18.56396279,TEC2
126,Santigs67,Tam2140,highly productive community stewards call,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC8
127,Santigs67,iviangita,things suga see,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC2
128,Santigs67,iviangita,active piece softgov making better every time,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC2
129,Santigs67,iviangita,sourcecred committee,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC2
130,Santigs67,zeptimusQ,yesterday restrospective meeting awesome sprint,Token Engineering Commons,2021-04-30,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC2
131,Santigs67,liviade,joining sourcecred committee call yesterday,Token Engineering Commons,2021-05-05,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC2
132,Santigs67,zeptimusQ,great leader legal also chrysalis,Token Engineering Commons,2021-05-06,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC4
133,Santigs67,iviangita,work sourcecred committee,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,18.56396279,TEC2
134,Santigs67,Tam2140,joining community stewards sync yesterday,Token Engineering Commons,2021-05-06,praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,18.56396279,TEC8
135,Santigs67,iviangita,attending tec community call https youtu fvlttushrbg,Token Engineering Commons,2021-04-30,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,18.56396279,TEC15
136,Santigs67,iviangita,joining legal weekly sync,Token Engineering Commons,2021-04-30,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,18.56396279,TEC4
137,Santigs67,iviangita,joining legal weekly call,Token Engineering Commons,2021-05-07,praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,18.56396279,TEC4
138,Santigs67,markop,attending comms call,Token Engineering Commons,2021-04-27,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,18.56396279,TEC1
139,Santigs67,liviade,joining soft gov call yesterday,Token Engineering Commons,2021-04-28,praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,18.56396279,TEC2
140,Santigs67,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,2021-05-07,praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,18.56396279,TEC15
141,akrtws ,iviangita,te academy kickoff,Telegram,2021-05-07,te praise,100000.0,500.0,100.0,0.01233545794,14.80254953,18.30184828,TEC7
142,akrtws ,liviade,initiating new ecosystem value flows course te academy,Telegram,2021-05-03,commons stack,1500.0,500.0,100.0,0.00205254741,2.463056892,18.30184828,TEC4
143,akrtws ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-04-30,commons stack,500.0,25.0,100.0,0.0004317674408,0.518120929,18.30184828,TEC1
144,akrtws ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,2021-05-07,commons stack,500.0,25.0,100.0,0.0004317674408,0.518120929,18.30184828,TEC1
145,heater03,iviangita,cadcad bootcamp sessions,Token Engineering Commons,2021-04-30,praise,20000.0,200.0,100.0,0.003026138677,3.631366412,16.59866949,TEC9
146,heater03,iviangita,good job cadcad course,Token Engineering Commons,2021-05-07,praise,10000.0,100.0,100.0,0.001662949434,1.995539321,16.59866949,TEC2
147,heater03,iviangita,awesome job hosting cadcad bootcamp,Token Engineering Commons,2021-04-30,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,16.59866949,TEC1
148,heater03,JessicaZartler,work running cadcad bootcamp,Commons Stack,2021-05-03,praise,1000.0,200.0,200.0,0.001342393283,1.61087194,16.59866949,TEC15
149,heater03,JessicaZartler,taking leading cadcad community call tomorrow,Telegram,2021-05-05,cadcad org,2500.0,200.0,100.0,0.001199225638,1.439070765,16.59866949,TEC15
150,heater03,JessicaZartler,presenting cadcad bootcamp first cadcad model wednesday community call,Commons Stack,2021-05-03,praise,1000.0,150.0,200.0,0.001182773816,1.419328579,16.59866949,TEC15
151,heater03,BlairV,comms help labs great co facilitator,Token Engineering Commons,2021-05-06,praise,1000.0,100.0,200.0,0.001023154349,1.227785219,16.59866949,TEC1
152,heater03,jeffemmett,agreeing help step community engagement coordination educational opportunities cadcad community,Commons Stack,2021-05-03,praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,16.59866949,TEC15
153,heater03,solsista,joining 810180622634844202 bi weekly call diverse backgrounds already creating perfect focus group start research making time work sessions next call,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,16.59866949,TEC2
154,heater03,solsista,jumping deep end te waters welcome,Token Engineering Commons,2021-04-28,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,16.59866949,TEC2
155,heater03,iviangita,help cadcad bootcamp,Token Engineering Commons,2021-05-07,praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,16.59866949,TEC15
156,BlairV,Laurenluz,taking us way cadcad bootcamp labs super present humble willing help ways amazing,Token Engineering Commons,2021-05-07,praise,20000.0,200.0,200.0,0.003325898868,3.991078642,16.15361151,TEC9
